"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
6.982458333E-3,9.704319763E-1,6.729106750E0,6.329138489E0
1.699645833E-2,9.630972290E-1,6.689738617E0,6.461613007E0
2.701045833E-2,9.888436890E-1,6.651567993E0,6.809938660E0
3.702445833E-2,1.008752289E0,6.617139587E0,7.157366180E0
4.703745833E-2,9.611512756E-1,6.565796356E0,7.212002563E0
5.705145833E-2,8.267308044E-1,6.521189117E0,7.281009064E0
6.706545833E-2,7.083270264E-1,6.434519348E0,7.339387665E0
7.707845833E-2,7.062313843E-1,6.420897675E0,7.341632996E0
8.709245833E-2,6.560856628E-1,6.470744019E0,7.179071045E0
9.710645833E-2,5.304968262E-1,6.524781647E0,6.847809906E0
1.071194583E-1,5.195695496E-1,6.537954254E0,6.620732117E0
1.171334583E-1,5.405259705E-1,6.555318146E0,6.699917450E0
1.271474583E-1,5.655239868E-1,6.533912659E0,6.798712006E0
1.371604583E-1,6.039939880E-1,6.483018494E0,6.805747375E0
1.471744583E-1,6.378236389E-1,6.472540283E0,6.787635040E0
1.571884583E-1,7.110214233E-1,6.424939270E0,6.794371033E0
1.672024583E-1,8.870553589E-1,6.347849579E0,6.889872437E0
1.772154583E-1,1.101858673E0,6.327042847E0,7.276219025E0
1.872294583E-1,1.174008636E0,6.334826660E0,7.551197205E0
1.972437500E-1,1.082848206E0,6.348148956E0,7.245832214E0
2.072567500E-1,9.463320923E-1,6.403683472E0,6.739135895E0
2.172707500E-1,7.241940308E-1,6.343807983E0,6.500083008E0
2.272847500E-1,3.957769775E-1,6.179749146E0,6.411317596E0
2.372977500E-1,2.974314880E-1,6.089337158E0,6.223757629E0
2.473117500E-1,2.884501648E-1,6.019731903E0,5.996530151E0
2.573257500E-1,4.162843323E-1,6.020330658E0,5.881419525E0
2.673397500E-1,8.187973022E-1,5.948480072E0,5.856421509E0
2.773527500E-1,1.193019104E0,5.806425476E0,6.050567780E0
2.873667500E-1,1.561552734E0,5.820496216E0,6.429579620E0
2.973807500E-1,1.703158264E0,5.960904236E0,6.812782745E0
3.073937500E-1,1.775158539E0,5.776188354E0,6.905140686E0
3.174077500E-1,1.949096832E0,5.899681549E0,6.905290375E0
3.274217500E-1,2.402953033E0,6.121370544E0,6.878795471E0
3.374347500E-1,3.003055115E0,6.421346741E0,6.726112976E0
3.474487500E-1,3.568130035E0,6.268514557E0,6.221961365E0
3.574627500E-1,2.906206512E0,6.468798065E0,6.071224823E0
3.674767500E-1,2.315235443E0,6.815626831E0,6.358327789E0
3.774897500E-1,2.799478455E0,5.887257385E0,5.922434235E0
3.875037500E-1,2.715203705E0,5.304668884E0,5.303471375E0
3.975177500E-1,2.601589966E0,5.490133209E0,5.253325653E0
4.075307500E-1,2.750679932E0,5.799839172E0,5.780679016E0
4.175447500E-1,3.072660370E0,5.110372925E0,5.702092438E0
4.275587500E-1,3.171305237E0,4.678670654E0,5.354964294E0
4.375727500E-1,3.268752594E0,4.612358551E0,5.266198883E0
4.475857500E-1,3.773952026E0,4.202660522E0,5.207221527E0
4.575997500E-1,5.411546631E0,4.523593140E0,5.834117889E0
4.676137500E-1,6.523434448E0,5.107079773E0,6.641838226E0
4.776267500E-1,6.761289825E0,4.570146332E0,6.536607056E0
4.876407500E-1,6.125412140E0,4.092938690E0,6.113287354E0
4.976547500E-1,5.836812286E0,3.479963379E0,5.371879120E0
5.076677500E-1,5.845344543E0,3.250490570E0,4.096980286E0
5.176817500E-1,5.402265930E0,3.098107452E0,2.601589966E0
5.276957500E-1,5.196593628E0,2.432741089E0,9.728269958E-1
5.377097500E-1,5.140011292E0,1.572480011E0,-5.020559692E-1
5.477227500E-1,6.062093811E0,7.002438354E-1,-9.363029480E-1
5.577367500E-1,8.572673035E0,2.912942505E-1,-2.468367004E-1
5.677507500E-1,1.160641434E1,6.444099426E-1,7.524851990E-1
5.777637500E-1,1.484403168E1,1.997895355E0,8.765771484E-1
5.877777500E-1,1.693308746E1,3.604953461E0,-1.380130005E-1
5.977917500E-1,1.633059036E1,3.598516846E0,-1.343456268E0
6.078057500E-1,1.400876862E1,2.139051819E0,-2.411784668E0
6.178187500E-1,1.210457840E1,7.394622803E-1,-3.295397186E0
6.278327500E-1,1.100481537E1,-1.308279419E-1,-3.646117859E0
6.378467500E-1,1.070888077E1,-1.068927155E0,-3.518882446E0
6.478597500E-1,1.175580368E1,-1.999392242E0,-2.992127838E0
6.578737500E-1,1.296918045E1,-2.224075012E0,-1.686393127E0
6.678877500E-1,1.386865997E1,-2.387235718E0,-4.788542175E-1
6.779017500E-1,1.472592728E1,-2.144141235E0,-8.657995605E-1
6.879147500E-1,1.483280502E1,-1.766626282E0,-2.547402649E0
6.979287500E-1,1.437520660E1,-1.571282501E0,-4.529131622E0
7.079427500E-1,1.511811172E1,-1.673519897E0,-6.671476593E0
7.179557500E-1,1.515373764E1,-1.941612396E0,-8.856482849E0
7.279697500E-1,1.482561996E1,-2.287393341E0,-9.602082367E0
7.379837500E-1,1.492456421E1,-2.360740814E0,-9.136849823E0
7.479977500E-1,1.446951050E1,-2.467618561E0,-7.595056000E0
7.580107500E-1,1.395892227E1,-3.222798157E0,-5.760471039E0
7.680247500E-1,1.339294922E1,-3.806883545E0,-4.749174042E0
7.780387500E-1,1.285451889E1,-4.341571655E0,-4.643344116E0
7.880517500E-1,1.234916977E1,-4.680017853E0,-5.373825073E0
7.980657500E-1,1.218047058E1,-4.304897919E0,-6.808741150E0
8.080797500E-1,1.230695755E1,-3.788322144E0,-8.310119019E0
8.180937500E-1,1.255978180E1,-3.391497345E0,-8.951235809E0
8.281067500E-1,1.292427383E1,-3.429967346E0,-9.545799408E0
8.381207500E-1,1.258343262E1,-3.463647308E0,-9.942773895E0
8.481347500E-1,1.233045868E1,-3.703448639E0,-9.701924744E0
8.581477500E-1,1.186058578E1,-3.927682343E0,-9.468260651E0
8.681617500E-1,1.160267212E1,-3.934418335E0,-9.478289795E0
8.781757500E-1,1.149040558E1,-3.866908722E0,-9.479487305E0
8.881897500E-1,1.123443787E1,-3.841162262E0,-9.159153442E0
8.982027500E-1,1.087728058E1,-3.886517944E0,-8.548273773E0
9.082167500E-1,1.034349060E1,-4.138444061E0,-7.941884766E0
9.182307500E-1,9.746382294E0,-4.505780182E0,-7.502248993E0
9.282437500E-1,9.151818695E0,-4.748724976E0,-7.073241119E0
9.382577500E-1,8.406967621E0,-4.919070740E0,-6.305188293E0
9.482717500E-1,8.388406219E0,-5.043013000E0,-5.463039551E0
9.582857500E-1,8.225993958E0,-4.766238556E0,-4.718188477E0
9.682987500E-1,8.070317688E0,-4.643044739E0,-4.482877808E0
9.783127500E-1,7.709118805E0,-4.582720184E0,-4.624633026E0
9.883267500E-1,7.210805054E0,-4.604724426E0,-4.676724701E0
9.983397500E-1,6.598578186E0,-4.653522949E0,-4.721182251E0
1.008353750E0,5.895340576E0,-4.363725586E0,-4.932991791E0
1.018367750E0,5.407804413E0,-4.333638153E0,-5.158423004E0
1.028381750E0,4.773124237E0,-4.390669556E0,-5.415887604E0
1.038394750E0,3.940854950E0,-4.505780182E0,-5.111869812E0
1.048408750E0,3.536994781E0,-4.714895325E0,-4.147874451E0
1.058422750E0,3.032992859E0,-4.621788940E0,-3.468437347E0
1.068435750E0,2.124382324E0,-4.271068268E0,-2.773582306E0
1.078449750E0,1.876797180E0,-4.058210907E0,-2.279010773E0
1.088463750E0,1.547931061E0,-3.649411011E0,-2.076781311E0
1.098477750E0,1.298849030E0,-3.063978424E0,-2.149230652E0
1.108490750E0,1.148860931E0,-2.733166351E0,-2.373614044E0
1.118504750E0,1.101858673E0,-2.113904114E0,-2.310445404E0
1.128518750E0,1.288819885E0,-1.663041687E0,-2.201172638E0
1.138532750E0,1.291065216E0,-1.278491364E0,-2.284848633E0
1.148545750E0,1.235381012E0,-8.565188599E-1,-1.886227570E0
1.158559750E0,1.016236725E0,-1.604663086E-1,-1.341809692E0
1.168573750E0,3.212319946E-1,6.117778015E-1,-6.291416931E-1
1.178586750E0,-3.808081055E-1,9.020242310E-1,3.610491943E-1
1.188600750E0,-9.918374634E-1,1.187031555E0,9.111552429E-1
1.198614708E0,-1.312470703E0,1.555864563E0,1.369352417E0
1.208628708E0,-1.420545959E0,1.786235504E0,2.165397034E0
1.218641708E0,-9.375004578E-1,1.703906708E0,2.375859375E0
1.228655708E0,-1.833686829E-1,2.219883728E0,1.952240295E0
1.238669708E0,5.433700562E-1,2.787503357E0,1.322948914E0
1.248683708E0,1.160836029E0,2.971021729E0,7.752378845E-1
1.258696708E0,2.146536255E0,3.178190918E0,1.823208618E-1
1.268710708E0,3.344944153E0,3.520079956E0,-2.389031982E-1
1.278724708E0,4.627177734E0,3.539240112E0,-7.304809570E-2
1.288737708E0,5.707630920E0,3.029849396E0,7.291337585E-1
1.298751708E0,6.342760162E0,2.167941742E0,8.598120117E-1
1.308765708E0,6.986870728E0,1.695823517E0,-2.938389587E-1
1.318779708E0,8.227191467E0,1.622775421E0,-1.882485352E0
1.328792708E0,9.705517273E0,1.676663361E0,-3.453767853E0
1.338806708E0,1.051653076E1,1.712888031E0,-5.459896088E0
1.348820708E0,1.135463791E1,1.725761261E0,-7.243287506E0
1.358834708E0,1.254181915E1,1.513203278E0,-8.796008606E0
1.368847708E0,1.260858032E1,1.273102570E0,-1.026250900E1
1.378861708E0,1.197749268E1,1.287322998E-1,-1.079614929E1
1.388875708E0,1.176732971E1,-1.093326416E0,-1.063942520E1
1.398888708E0,1.208407104E1,-1.513951721E0,-1.054317535E1
1.408902708E0,1.269539978E1,-1.639989624E0,-1.092922256E1
1.418916708E0,1.357616821E1,-1.412462769E0,-1.213960556E1
1.428930708E0,1.416833679E1,-1.134191437E0,-1.307950104E1
1.438943708E0,1.435514832E1,-1.319506073E0,-1.321646622E1
1.448957708E0,1.459644653E1,-1.412163391E0,-1.298654434E1
1.458971708E0,1.474314148E1,-1.458117828E0,-1.266186951E1
1.468985708E0,1.424901901E1,-1.749262390E0,-1.232671646E1
1.478998708E0,1.339743988E1,-2.091301117E0,-1.213990494E1
1.489012708E0,1.258747421E1,-2.295925598E0,-1.271411087E1
1.499026708E0,1.167961212E1,-2.486928406E0,-1.273192383E1
1.509040708E0,1.116094070E1,-2.585423584E0,-1.230486191E1
1.519053708E0,1.073477692E1,-2.602937164E0,-1.198916840E1
1.529067708E0,1.055964111E1,-2.675386505E0,-1.166988235E1
1.539081708E0,1.052880524E1,-2.690355377E0,-1.146705414E1
1.549094708E0,1.050560349E1,-2.634371796E0,-1.216565140E1
1.559108708E0,1.069211563E1,-2.312091980E0,-1.260229340E1
1.569122708E0,1.043719574E1,-2.056573334E0,-1.252759872E1
1.579136708E0,1.013063324E1,-1.989213409E0,-1.239317825E1
1.589149708E0,9.846074982E0,-1.892664185E0,-1.176119247E1
1.599163708E0,9.135802002E0,-2.005529480E0,-1.050784882E1
1.609177708E0,8.145461426E0,-2.459834747E0,-9.421557770E0
1.619191708E0,7.313940582E0,-2.957699432E0,-8.503217468E0
1.629204708E0,6.462660828E0,-3.336262207E0,-7.797584839E0
1.639218708E0,5.946234741E0,-3.320993958E0,-7.704628143E0
1.649232708E0,5.973029022E0,-3.004402313E0,-7.793543243E0
1.659246708E0,6.010301514E0,-2.647544403E0,-7.804620209E0
1.669259708E0,5.905519409E0,-2.373913422E0,-8.049061890E0
1.679273708E0,6.055657196E0,-1.863325195E0,-8.383765869E0
1.689287708E0,6.128106537E0,-1.343755646E0,-8.700207825E0
1.699301708E0,5.444627838E0,-1.536255341E0,-8.500223694E0
1.709314708E0,5.535039825E0,-1.767524414E0,-8.039032745E0
1.719328708E0,5.484894104E0,-1.772464142E0,-7.611970825E0
1.729342708E0,4.936135254E0,-2.169588318E0,-6.912325745E0
1.739356708E0,3.889960785E0,-2.620750122E0,-5.947432251E0
1.749369708E0,2.886597290E0,-3.076552277E0,-5.169200592E0
1.759383708E0,2.092199249E0,-3.330124969E0,-4.395758972E0
1.769397708E0,1.508862305E0,-3.233126678E0,-3.714675293E0
1.779411708E0,1.073866882E0,-2.747536469E0,-3.066822510E0
1.789424708E0,1.172212372E0,-2.331701202E0,-2.712359619E0
1.799438708E0,1.622775421E0,-1.667532349E0,-2.683619385E0
1.809452708E0,1.852996674E0,-6.218069458E-1,-2.899769897E0
1.819466708E0,1.006656647E0,1.326242065E-1,-3.165766754E0
1.829479708E0,1.008901978E-1,2.773731995E-1,-2.786156158E0
1.839493708E0,-1.839674377E-1,9.789642334E-2,-2.277364197E0
1.849507708E0,-4.893324280E-1,-1.272354126E-1,-1.617087250E0
1.859520708E0,-7.878117371E-1,-3.951782227E-1,-7.349716187E-1
1.869534708E0,-7.566764832E-1,3.053649902E-2,-5.478607178E-2
1.879548708E0,-4.273612976E-1,1.127156067E0,5.728587341E-1
1.889562708E0,-8.143066406E-2,2.179168396E0,7.188052368E-1
1.899575708E0,-3.004252625E-1,3.253334656E0,9.369017029E-1
1.909589708E0,2.863545227E-1,3.504212952E0,1.811832275E0
1.919603708E0,7.602690125E-1,3.121758270E0,2.693947906E0
1.929617708E0,4.884342957E-1,2.794538727E0,2.684667206E0
1.939630708E0,4.352947998E-1,2.276615753E0,1.538500671E0
1.949644708E0,8.583151245E-1,2.167043610E0,2.236349487E-1
1.959658708E0,1.588047638E0,2.398911438E0,-6.595285034E-1
1.969672708E0,2.550396423E0,2.521356812E0,-1.291214905E0
1.979685708E0,3.482508087E0,2.635718994E0,-1.860331421E0
1.989699708E0,4.804109802E0,2.665057983E0,-2.158511353E0
1.999713708E0,6.011349335E0,2.406395874E0,-2.148482208E0
2.009727708E0,6.952292633E0,1.684896240E0,-2.318229218E0
2.019740708E0,8.215515747E0,1.391805725E0,-3.059787140E0
2.029754708E0,9.846823425E0,1.636247406E0,-4.649481354E0
2.039768708E0,1.080872314E1,1.838327179E0,-6.612798615E0
2.049782708E0,1.147738266E1,1.746118927E0,-8.203390961E0
2.059795708E0,1.206236618E1,1.579515381E0,-9.632319489E0
2.069809708E0,1.174263107E1,7.569758606E-1,-1.038121216E1
2.079823708E0,1.161958694E1,-4.652325439E-1,-9.974956970E0
2.089837708E0,1.210951813E1,-1.379531250E0,-9.118138733E0
2.099850708E0,1.342662918E1,-1.450034637E0,-8.719667358E0
2.109864708E0,1.439466614E1,-1.156495056E0,-9.064250793E0
2.119878708E0,1.502096375E1,-1.452729034E0,-1.012494507E1
2.129892708E0,1.502470596E1,-1.686393127E0,-1.138113281E1
2.139905708E0,1.442789703E1,-1.795516205E0,-1.278266830E1
2.149919708E0,1.396850235E1,-2.232756958E0,-1.432461182E1
2.159933708E0,1.363050522E1,-2.600841522E0,-1.530537231E1
2.169947708E0,1.346704514E1,-2.595003662E0,-1.559846283E1
2.179961708E0,1.323383011E1,-2.539618835E0,-1.520927216E1
2.189974708E0,1.303983353E1,-2.659818878E0,-1.428015427E1
2.199989125E0,1.294433212E1,-2.646496582E0,-1.336854996E1
2.210003125E0,1.239856705E1,-2.774929504E0,-1.286454803E1
2.220017125E0,1.196177536E1,-2.892435150E0,-1.309027863E1
2.230030125E0,1.164668060E1,-2.765798492E0,-1.305884399E1
2.240044125E0,1.080019089E1,-2.737207947E0,-1.306303528E1
2.250058125E0,1.013287857E1,-2.793041840E0,-1.330493225E1
2.260072125E0,9.731263733E0,-2.492317200E0,-1.338007599E1
2.270085125E0,9.291927338E0,-2.421065369E0,-1.284448975E1
2.280099125E0,8.738378448E0,-2.744393005E0,-1.196342194E1
2.290113125E0,8.092321930E0,-2.971770172E0,-1.076980408E1
