"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
-1.925833333E-3,-5.987548828E-4,6.099515991E0,8.505163422E0
8.087166667E-3,-3.357518005E-1,6.142476654E0,7.282655640E0
1.810116667E-2,-4.038601685E-1,6.141428833E0,6.589596863E0
2.811416667E-2,-4.297563171E-1,6.230792999E0,6.490802307E0
3.812816667E-2,-3.671864319E-1,6.418802032E0,6.671177216E0
4.814116667E-2,-2.592608643E-1,6.521937561E0,6.931785278E0
5.815516667E-2,-2.374063110E-1,6.539301453E0,7.163952484E0
6.816816667E-2,-3.528163147E-1,6.491700439E0,7.268285522E0
7.818116667E-2,-4.751119995E-1,6.414461060E0,7.279212799E0
8.819516667E-2,-5.739065552E-1,6.328390045E0,7.139553223E0
9.820816667E-2,-6.818321228E-1,6.253994751E0,7.029532013E0
1.082221667E-1,-6.680607605E-1,6.226751404E0,7.102879486E0
1.182351667E-1,-5.080435181E-1,6.226452026E0,7.197033691E0
1.282491667E-1,-4.653822327E-1,6.125262451E0,7.163503418E0
1.382621667E-1,-6.173162842E-1,6.050418091E0,7.120393066E0
1.482761667E-1,-7.444020081E-1,5.997727661E0,7.108417969E0
1.582891667E-1,-8.080197144E-1,5.974076843E0,7.242838440E0
1.683031667E-1,-8.039781189E-1,5.921236725E0,7.499853973E0
1.783161667E-1,-7.170089722E-1,5.855972443E0,7.696245575E0
1.883301667E-1,-5.352868652E-1,5.868246918E0,7.783514099E0
1.983431667E-1,-4.222718811E-1,5.962850189E0,7.746091919E0
2.083561667E-1,-3.480262756E-1,6.009104004E0,7.563471680E0
2.183701667E-1,-3.323089600E-1,6.020779724E0,7.293283539E0
2.283831667E-1,-3.754193115E-1,6.070775757E0,6.945257263E0
2.383971667E-1,-5.439688110E-1,6.163732452E0,6.577023010E0
2.484101667E-1,-7.671546936E-1,6.169420624E0,6.468348999E0
2.584241667E-1,-8.885522461E-1,5.964796143E0,6.569089508E0
2.684371667E-1,-1.031954041E0,5.657335510E0,6.600224762E0
2.784511667E-1,-1.033301239E0,5.568719788E0,6.555168457E0
2.884641667E-1,-7.366181946E-1,5.876779175E0,6.398594055E0
2.984781667E-1,-4.326004028E-1,5.984704742E0,6.084547119E0
3.084911667E-1,-6.436614990E-2,6.197113037E0,5.513334961E0
3.185051667E-1,2.305206299E-1,6.492897949E0,4.763394470E0
3.285181667E-1,3.067121887E-1,6.326444092E0,4.316124573E0
3.385312500E-1,-1.305285645E-1,6.706503754E0,3.576512604E0
3.485452500E-1,-4.008663940E-1,6.477779388E0,2.763553162E0
3.585582500E-1,-2.101629639E-1,5.604944458E0,2.614163818E0
3.685722500E-1,-2.116598511E-1,4.452191620E0,3.058739319E0
3.785852500E-1,-6.078858948E-1,3.333567810E0,3.928430786E0
3.885992500E-1,-5.721102905E-1,2.994971924E0,4.589456177E0
3.986122500E-1,-2.739303589E-1,2.980302429E0,5.113217010E0
4.086262500E-1,-1.661544800E-2,2.902464294E0,5.718408508E0
