"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.773477345652317E9,"2026-03-14 09:35:45.652 UTC+01:00"
"PAUSE",1.683960133333312E1,1.773477362491903E9,"2026-03-14 09:36:02.492 UTC+01:00"
