"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
7.890333332E-3,4.243675232E-1,7.131320343E0,6.454427948E0
1.790433333E-2,6.301895142E-1,7.208110657E0,6.566395111E0
2.791833333E-2,6.001020813E-1,7.276518402E0,6.378685455E0
3.793233333E-2,3.668870544E-1,7.242688751E0,6.202801208E0
4.794633333E-2,1.933978271E-1,7.151977386E0,6.198460236E0
5.796033333E-2,1.017883301E-1,7.110064545E0,6.230942688E0
6.797433333E-2,4.715194702E-2,7.071295166E0,6.287375336E0
7.798833333E-2,4.430786133E-2,7.001091156E0,6.251150665E0
8.800233333E-2,3.936813354E-2,7.007827148E0,6.118077393E0
9.801533333E-2,-3.218307495E-2,7.005132751E0,6.008056183E0
1.080293333E-1,-1.654060364E-1,6.977440338E0,5.982908478E0
1.180433333E-1,-2.454895020E-1,6.964118042E0,5.888604584E0
1.280573333E-1,-1.504371643E-1,7.016060028E0,5.678591309E0
1.380713333E-1,7.544311523E-2,7.021299133E0,5.583838348E0
1.480853333E-1,3.775149536E-1,7.022047577E0,6.021378479E0
1.580993333E-1,5.864804077E-1,6.885830841E0,6.640041962E0
1.681133333E-1,5.505551147E-1,6.803202667E0,6.926995239E0
1.781273333E-1,2.877017212E-1,6.722670135E0,6.889872437E0
1.881413333E-1,3.284170532E-1,6.760242004E0,6.613696747E0
1.981553333E-1,4.135899353E-1,6.893914032E0,6.336323547E0
2.081693333E-1,5.228627014E-1,6.980733490E0,5.958808594E0
2.181833333E-1,8.466394043E-1,7.095544739E0,5.767955475E0
2.281973333E-1,1.196611633E0,7.161258087E0,6.287974091E0
2.382103333E-1,1.213077393E0,6.999743958E0,6.940018158E0
2.482243333E-1,1.202000427E0,6.923253021E0,7.533384247E0
2.582383333E-1,1.159937897E0,6.963219910E0,7.929909668E0
2.682523333E-1,1.191522217E0,6.824308777E0,7.608378296E0
2.782663333E-1,1.136586456E0,6.780300293E0,6.885082397E0
2.882803333E-1,1.003962250E0,6.585106201E0,6.557862854E0
2.982943333E-1,1.109792175E0,6.573729858E0,6.097270660E0
3.083083333E-1,1.431473236E0,6.593788147E0,4.902155914E0
3.183223333E-1,3.115022278E-1,7.424410858E0,4.759352875E0
3.283363333E-1,9.859996033E-1,6.894363098E0,3.818559265E0
3.383503333E-1,2.192041626E0,6.459367676E0,4.263733521E0
3.483643333E-1,3.496878204E0,7.147636414E0,7.008276215E0
3.583783333E-1,4.114344177E0,7.428003387E0,9.156908112E0
3.683923333E-1,3.692072296E0,7.067552948E0,9.261241150E0
3.784053333E-1,2.782863007E0,6.799909515E0,8.353079681E0
3.884193333E-1,1.479972382E0,6.719077606E0,7.441325684E0
3.984333333E-1,9.009764099E-1,6.619983673E0,6.064488831E0
4.084473333E-1,2.097737732E0,5.939947815E0,5.413791962E0
4.184613333E-1,1.413510590E0,6.726711731E0,5.213957520E0
4.284753333E-1,1.205443268E0,7.212751007E0,4.420457611E0
4.384893333E-1,1.400936737E0,6.473438416E0,4.240232391E0
4.485037083E-1,1.660047913E0,6.178252258E0,5.303770752E0
4.585177083E-1,2.650089111E0,5.712121582E0,7.413633270E0
4.685317083E-1,3.625161438E0,4.934039612E0,8.697962494E0
4.785457083E-1,4.220473480E0,4.766987000E0,8.138276367E0
4.885597083E-1,4.179309082E0,4.608017578E0,6.197711792E0
4.985737083E-1,4.859344940E0,4.240831146E0,4.342020721E0
5.085877083E-1,6.550827484E0,4.631369019E0,3.792812805E0
5.186017083E-1,8.739126892E0,5.024900665E0,4.173770599E0
5.286147083E-1,9.368867340E0,4.738695831E0,4.993316345E0
5.386287083E-1,8.865613861E0,4.346960449E0,5.087620239E0
5.486427083E-1,8.056246948E0,3.805386658E0,4.634961548E0
5.586567083E-1,7.538922729E0,3.621269531E0,3.760779419E0
5.686707083E-1,7.918832703E0,3.770209808E0,2.685864716E0
5.786847083E-1,8.356971588E0,3.690725098E0,2.241738281E0
5.886987083E-1,8.979976044E0,3.617078247E0,2.102527771E0
5.987127083E-1,1.055889267E1,3.999981995E0,1.750160522E0
6.087267083E-1,1.201985458E1,4.347708893E0,1.014440460E0
6.187407083E-1,1.306827438E1,4.423451385E0,8.532257080E-3
6.287547083E-1,1.384665573E1,4.551435242E0,-9.873468018E-1
6.387687083E-1,1.415321823E1,4.650379486E0,-2.197729797E0
6.487827083E-1,1.481559082E1,4.601131897E0,-3.091820526E0
6.587967083E-1,1.596759521E1,4.874313812E0,-3.220103760E0
6.688107083E-1,1.681812653E1,5.189258881E0,-2.410736847E0
6.788237083E-1,1.686303314E1,5.001998291E0,-9.108558655E-1
6.888377083E-1,1.670960220E1,4.708907776E0,-4.152365112E-1
6.988517083E-1,1.619527176E1,4.574786682E0,-7.532336426E-1
7.088657083E-1,1.539308990E1,4.359384613E0,-1.551822968E0
7.188797083E-1,1.499087631E1,3.769611053E0,-2.803520050E0
7.288937083E-1,1.466769836E1,3.191513214E0,-3.526217194E0
7.389077083E-1,1.445244598E1,2.832409973E0,-3.434308319E0
7.489217083E-1,1.448058746E1,2.894381104E0,-3.083288269E0
7.589357083E-1,1.489432709E1,3.128943329E0,-3.135829010E0
7.689497083E-1,1.523232422E1,3.164419556E0,-3.279979248E0
7.789637083E-1,1.548679504E1,3.085982666E0,-3.118914185E0
7.889777083E-1,1.539308990E1,3.057691498E0,-2.707868958E0
7.989917083E-1,1.505928406E1,2.829266510E0,-2.156715088E0
8.090057083E-1,1.455947342E1,2.337539063E0,-1.804796906E0
8.190187083E-1,1.432057022E1,2.233804779E0,-1.684297485E0
8.290327083E-1,1.453582260E1,2.449206848E0,-1.597328339E0
8.390467083E-1,1.491648102E1,2.702629852E0,-1.589843903E0
8.490607083E-1,1.475406876E1,2.611319733E0,-1.687590637E0
8.590747083E-1,1.417028275E1,2.071093140E0,-2.171085205E0
8.690887083E-1,1.322350159E1,1.655856628E0,-2.503394165E0
8.791027083E-1,1.252101242E1,1.204844513E0,-2.426304474E0
8.891167083E-1,1.278850616E1,1.234931946E0,-2.307900696E0
8.991307083E-1,1.391536285E1,1.954036560E0,-2.002086639E0
9.091447083E-1,1.447010925E1,2.350561981E0,-1.729353790E0
9.191587083E-1,1.372331223E1,2.140399017E0,-1.822759552E0
9.291727083E-1,1.244556931E1,1.776954803E0,-1.825753326E0
9.391867083E-1,1.155566986E1,1.529070282E0,-1.855541382E0
9.492007083E-1,1.148501678E1,1.793719940E0,-2.067799988E0
9.592147083E-1,1.169009033E1,2.180515594E0,-2.305505676E0
9.692277083E-1,1.157318344E1,2.377505951E0,-2.532284088E0
9.792417083E-1,1.105346420E1,1.817670135E0,-2.886148224E0
9.892557083E-1,9.963580627E0,1.539997559E0,-3.065026245E0
9.992697083E-1,8.974736938E0,1.531315613E0,-2.667902069E0
1.009283708E0,8.294102325E0,1.671124878E0,-2.270029449E0
1.019297708E0,7.987090759E0,1.658700714E0,-2.201322327E0
1.029311708E0,7.530390472E0,1.443897400E0,-1.840273132E0
1.039325708E0,7.033872986E0,1.224154358E0,-1.225202179E0
1.049339708E0,6.857389984E0,1.400936737E0,-9.108558655E-1
1.059353708E0,7.029082947E0,2.076481934E0,-1.401535492E0
1.069367708E0,7.150031433E0,2.762804718E0,-2.309247894E0
1.079381708E0,6.947652283E0,3.244652710E0,-3.102897491E0
1.089395708E0,6.528972931E0,3.424129486E0,-3.694018250E0
1.099409708E0,6.010002136E0,3.147804108E0,-3.646716614E0
1.109423708E0,5.457501068E0,2.716550903E0,-2.959944763E0
1.119436708E0,5.096900940E0,2.646795959E0,-1.609453125E0
1.129450708E0,4.773872681E0,2.460732880E0,-4.858895874E-1
1.139464708E0,4.542304230E0,2.223775635E0,-3.327580261E-1
1.149478708E0,4.163891144E0,2.313588867E0,-5.349874878E-1
1.159492708E0,3.875291290E0,2.582429810E0,-5.023553467E-1
1.169506708E0,3.460054779E0,2.869383087E0,-5.194198608E-1
