"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.773477453255497E9,"2026-03-14 09:37:33.255 UTC+01:00"
"PAUSE",1.945750716666680E1,1.773477472712998E9,"2026-03-14 09:37:52.713 UTC+01:00"
