"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.773478629712476E9,"2026-03-14 09:57:09.712 UTC+01:00"
"PAUSE",2.147941158333197E1,1.773478651191879E9,"2026-03-14 09:57:31.192 UTC+01:00"
