"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.773477423666576E9,"2026-03-14 09:37:03.667 UTC+01:00"
"PAUSE",2.007037399999990E1,1.773477443736944E9,"2026-03-14 09:37:23.737 UTC+01:00"
