"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.773478129353746E9,"2026-03-14 09:48:49.354 UTC+01:00"
"PAUSE",1.643181454166643E1,1.773478145785560E9,"2026-03-14 09:49:05.786 UTC+01:00"
