"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.773478990760253E9,"2026-03-14 10:03:10.760 UTC+01:00"
"PAUSE",1.339502208333397E1,1.773479004155269E9,"2026-03-14 10:03:24.155 UTC+01:00"
