"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.773478961695207E9,"2026-03-14 10:02:41.695 UTC+01:00"
"PAUSE",1.644953683333370E1,1.773478978144737E9,"2026-03-14 10:02:58.145 UTC+01:00"
