"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.773479047177800E9,"2026-03-14 10:04:07.178 UTC+01:00"
"PAUSE",2.099902549999933E1,1.773479068176816E9,"2026-03-14 10:04:28.177 UTC+01:00"
