"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.773478351337087E9,"2026-03-14 09:52:31.337 UTC+01:00"
"PAUSE",1.761312366666698E1,1.773478368950204E9,"2026-03-14 09:52:48.950 UTC+01:00"
