"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
-1.611666667E-4,-1.597348452E-1,2.788340151E-1,4.521955550E-1
9.852833333E-3,-1.547379494E-1,2.440392822E-1,4.381004870E-1
1.986683333E-2,-1.182947159E-1,1.880028099E-1,4.179758728E-1
2.988083333E-2,-6.145805866E-2,1.389612257E-1,3.956815004E-1
3.989383333E-2,-1.940513588E-2,1.036150157E-1,3.872240186E-1
4.990783333E-2,-3.134020604E-3,1.020408124E-1,3.913942873E-1
5.992183333E-2,-2.167366073E-2,1.469303668E-1,3.858144283E-1
6.993583333E-2,-6.380540133E-2,2.095660567E-1,3.632694185E-1
7.994883333E-2,-1.049006209E-1,2.710537016E-1,3.324025571E-1
8.996283333E-2,-1.226777509E-1,2.991841435E-1,3.141556382E-1
9.997683333E-2,-1.013657823E-1,2.685801685E-1,3.128015399E-1
1.099908333E-1,-5.653093010E-2,2.236840576E-1,3.147531152E-1
1.200038333E-1,-1.033816487E-2,1.764297038E-1,3.129552603E-1
1.300178333E-1,2.116569877E-2,1.528655291E-1,3.051109314E-1
1.400318333E-1,2.672480792E-2,1.770488620E-1,3.051695824E-1
1.500458333E-1,1.173493732E-2,2.008199692E-1,3.176113367E-1
1.600588333E-1,-4.477854352E-3,1.911233962E-1,3.357394636E-1
1.700728333E-1,-1.142151374E-2,1.883665025E-1,3.513370752E-1
1.800868333E-1,-2.324063145E-2,1.870739013E-1,3.692014217E-1
1.901008333E-1,-5.224964768E-2,1.701305956E-1,3.864552379E-1
2.001148333E-1,-1.066071540E-1,1.688846797E-1,4.072080255E-1
2.101278333E-1,-1.914570630E-1,1.767913401E-1,4.181328416E-1
2.201418333E-1,-2.778683603E-1,1.844131798E-1,4.390432835E-1
2.301558333E-1,-3.386749923E-1,1.870776862E-1,4.968863428E-1
2.401698333E-1,-3.678227961E-1,1.618985236E-1,5.960231423E-1
2.501828333E-1,-3.713887632E-1,1.090363637E-1,7.246474624E-1
2.601968333E-1,-3.389312029E-1,-2.038712800E-2,8.859322667E-1
2.702108333E-1,-2.789714634E-1,-2.028727829E-1,1.040566802E0
2.802248333E-1,-1.924573481E-1,-3.701810837E-1,1.155620456E0
2.902378333E-1,-1.635521948E-1,-5.327010155E-1,1.260027051E0
3.002518333E-1,-2.525353134E-1,-5.988943577E-1,1.454782128E0
3.102658333E-1,-4.507874250E-1,-5.383697748E-1,1.764770031E0
3.202798333E-1,-7.461687326E-1,-4.479677975E-1,2.204636574E0
3.302938333E-1,-1.103030205E0,-4.012133181E-1,2.710219860E0
3.403068333E-1,-1.487717986E0,-3.065952957E-1,3.232098579E0
3.503208333E-1,-1.810088277E0,-1.781459451E-1,3.731364727E0
3.603348333E-1,-2.080173969E0,-1.283356845E-1,4.158710003E0
3.703488333E-1,-2.296744347E0,-2.771691084E-1,4.568513870E0
3.803618333E-1,-2.438343048E0,-6.319045424E-1,5.032722950E0
3.903757500E-1,-2.430130720E0,-1.178878903E0,5.585014343E0
4.003897500E-1,-2.234586954E0,-1.827779531E0,6.322420597E0
4.104037500E-1,-1.941744924E0,-2.533900738E0,7.130198002E0
4.204177500E-1,-1.584559321E0,-3.258186102E0,7.751505852E0
4.304307500E-1,-1.278198838E0,-3.917860985E0,8.196404457E0
4.404447500E-1,-1.076557875E0,-4.308659554E0,8.377251625E0
4.504587500E-1,-9.647636414E-1,-4.398881435E0,8.165877342E0
4.604727500E-1,-9.705805182E-1,-4.362421513E0,7.703083992E0
4.704857500E-1,-1.116304517E0,-4.207401276E0,7.136120319E0
4.804997500E-1,-1.385822296E0,-4.171883583E0,6.411234856E0
4.905137500E-1,-1.571363330E0,-4.353355885E0,5.624899387E0
5.005277500E-1,-1.493384957E0,-4.669694901E0,4.877761364E0
5.105417500E-1,-1.198037505E0,-4.905385494E0,4.321187019E0
5.205547500E-1,-8.389474154E-1,-4.936847210E0,3.946674824E0
5.305687500E-1,-4.664207101E-1,-4.875475407E0,3.714297533E0
5.405827500E-1,-1.253531426E-1,-4.746156216E0,3.571076155E0
5.505967500E-1,3.561257944E-2,-4.649903774E0,3.436648130E0
5.606097500E-1,-1.177777722E-1,-4.663977146E0,3.205579281E0
5.706237500E-1,-5.160367489E-1,-4.674495697E0,2.850865602E0
5.806377500E-1,-1.099980712E0,-4.677073002E0,2.424895287E0
5.906517500E-1,-1.684092283E0,-4.641514778E0,2.028829336E0
6.006657500E-1,-2.077932119E0,-4.378110886E0,1.685466647E0
6.106787500E-1,-2.334064722E0,-4.010433674E0,1.298850298E0
6.206927500E-1,-2.496537685E0,-3.641000986E0,8.711328506E-1
6.307067500E-1,-2.530327559E0,-3.303256512E0,4.453887343E-1
6.407207500E-1,-2.467478752E0,-3.157314777E0,5.281086639E-2
6.507337500E-1,-2.373974323E0,-3.155680418E0,-2.534931302E-1
6.607477500E-1,-2.261577368E0,-3.234539509E0,-4.667844176E-1
6.707617500E-1,-2.169323444E0,-3.326241493E0,-6.512045860E-1
6.807757500E-1,-2.198467970E0,-3.417148113E0,-8.147097230E-1
6.907897500E-1,-2.343835354E0,-3.472327471E0,-9.527136683E-1
7.008027500E-1,-2.597484112E0,-3.473267555E0,-1.044361830E0
7.108167500E-1,-2.951963186E0,-3.402006626E0,-1.130026698E0
7.208307500E-1,-3.291411400E0,-3.272511005E0,-1.266232848E0
7.308447500E-1,-3.535314083E0,-3.120335817E0,-1.405642152E0
7.408587500E-1,-3.670325041E0,-2.979168177E0,-1.564860225E0
7.508717500E-1,-3.742339611E0,-2.884001732E0,-1.758374929E0
7.608857500E-1,-3.805110693E0,-2.851443052E0,-1.950971484E0
7.708997500E-1,-3.841742039E0,-2.875796795E0,-2.144462824E0
7.809137500E-1,-3.848552227E0,-3.011252403E0,-2.365607500E0
7.909277500E-1,-3.848131657E0,-3.219274998E0,-2.643197060E0
8.009407500E-1,-3.907353878E0,-3.166728258E0,-2.963513613E0
8.109547500E-1,-4.056972504E0,-2.654984474E0,-3.257514477E0
8.209687500E-1,-4.247795582E0,-1.907278538E0,-3.519352436E0
8.309827500E-1,-4.436795712E0,-1.396022916E0,-3.791958332E0
8.409957500E-1,-4.517964840E0,-1.394379973E0,-4.139610767E0
8.510097500E-1,-4.462914944E0,-1.914488435E0,-4.558238029E0
8.610237500E-1,-4.316753387E0,-2.579933405E0,-4.964973450E0
8.710377500E-1,-4.160208225E0,-3.153650761E0,-5.319804192E0
8.810517500E-1,-4.123922348E0,-3.580748320E0,-5.605323792E0
8.910647500E-1,-4.222020149E0,-3.825158119E0,-5.802452087E0
9.010787500E-1,-4.428124905E0,-3.772546053E0,-5.909795761E0
9.110927500E-1,-4.722431183E0,-3.445460558E0,-5.988073826E0
9.211067500E-1,-5.070442200E0,-2.974982023E0,-5.992642879E0
9.311207500E-1,-5.407530308E0,-2.398969412E0,-5.883282661E0
9.411337500E-1,-5.721153259E0,-1.718807697E0,-5.689689159E0
9.511477500E-1,-6.043186188E0,-8.405064940E-1,-5.400626659E0
9.611617500E-1,-6.311452866E0,3.209076226E-1,-5.087317944E0
9.711757500E-1,-6.544769287E0,1.566327214E0,-4.786705017E0
9.811897500E-1,-6.741359711E0,2.702238321E0,-4.551345348E0
9.912027500E-1,-6.816005707E0,3.600858450E0,-4.353835106E0
1.001216750E0,-6.735518932E0,4.237253666E0,-4.145532131E0
