"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.773476863385377E9,"2026-03-14 09:27:43.385 UTC+01:00"
"PAUSE",1.980291275000036E1,1.773476883188280E9,"2026-03-14 09:28:03.188 UTC+01:00"
