"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.773477957486147E9,"2026-03-14 09:45:57.486 UTC+01:00"
"PAUSE",2.250446337499943E1,1.773477979990603E9,"2026-03-14 09:46:19.991 UTC+01:00"
