"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.773478592228817E9,"2026-03-14 09:56:32.229 UTC+01:00"
"PAUSE",2.616818366666666E1,1.773478618396991E9,"2026-03-14 09:56:58.397 UTC+01:00"
