"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.773477492426973E9,"2026-03-14 09:38:12.427 UTC+01:00"
"PAUSE",1.614981924999938E1,1.773477508576796E9,"2026-03-14 09:38:28.577 UTC+01:00"
