"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.773476824090686E9,"2026-03-14 09:27:04.091 UTC+01:00"
"PAUSE",1.947324858333377E1,1.773476843563934E9,"2026-03-14 09:27:23.564 UTC+01:00"
