"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.773477277639949E9,"2026-03-14 09:34:37.640 UTC+01:00"
"PAUSE",1.923642820833265E1,1.773477296876371E9,"2026-03-14 09:34:56.876 UTC+01:00"
