"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.267416667E-3,-9.085978568E-2,-2.288730294E-1,-3.368962407E-1
1.328141667E-2,-8.310759068E-2,-2.034270614E-1,-3.318002820E-1
2.329541667E-2,-6.947793812E-2,-1.782636940E-1,-3.241109252E-1
3.330941667E-2,-5.484680086E-2,-1.741802692E-1,-3.071793318E-1
4.332341667E-2,-5.200712755E-2,-1.962556690E-1,-2.799038291E-1
5.333741667E-2,-5.721733719E-2,-2.010674626E-1,-2.508966923E-1
6.335241667E-2,-8.728145063E-2,-1.589156538E-1,-2.356188446E-1
7.336641667E-2,-1.373901665E-1,-9.404531121E-2,-2.285811752E-1
8.338041667E-2,-1.970194429E-1,-3.514777869E-2,-2.230364680E-1
9.339441667E-2,-2.490959615E-1,-4.549124744E-3,-2.178414464E-1
1.034084167E-1,-2.825016379E-1,5.751298741E-4,-2.141513973E-1
1.134224167E-1,-2.963202596E-1,5.150706973E-3,-2.115758508E-1
1.234364167E-1,-3.116921782E-1,-2.845833544E-3,-2.070856839E-1
1.334504167E-1,-3.246644139E-1,-3.128120303E-2,-2.034329027E-1
1.434644167E-1,-3.229989409E-1,-5.789339542E-2,-2.042898983E-1
1.534784167E-1,-3.010020256E-1,-8.959992230E-2,-2.012616247E-1
1.634924167E-1,-2.657128572E-1,-1.405601203E-1,-1.904968917E-1
1.735064167E-1,-2.401755303E-1,-1.839715093E-1,-1.626889557E-1
1.835204167E-1,-2.184545547E-1,-2.030840963E-1,-1.351121813E-1
1.935344167E-1,-1.890034527E-1,-1.731552333E-1,-1.172343791E-1
2.035484167E-1,-1.586097032E-1,-1.163631231E-1,-1.024951413E-1
2.135634167E-1,-1.379568875E-1,-9.268602729E-2,-8.355607092E-2
2.235774167E-1,-1.298165619E-1,-8.194170147E-2,-6.072210148E-2
2.335914167E-1,-1.488168985E-1,-6.274696440E-2,-3.941787779E-2
2.436054167E-1,-1.947371811E-1,-4.310772568E-2,-2.645628341E-2
2.536194167E-1,-2.253438234E-1,-4.581136629E-2,-2.423866838E-2
2.636334167E-1,-2.399894297E-1,-8.491706848E-2,-1.769309491E-2
2.736474167E-1,-2.621461153E-1,-1.308027953E-1,-3.020329773E-2
2.836614167E-1,-2.898339927E-1,-1.548419595E-1,-5.558161810E-2
2.936754167E-1,-3.180637658E-1,-1.816469431E-1,-7.179441303E-2
3.036894167E-1,-2.971537411E-1,-1.777524054E-1,-5.896054208E-2
3.137034167E-1,-2.539404929E-1,-1.498192996E-1,-3.232120723E-2
3.237174167E-1,-2.367727011E-1,-1.237471849E-1,-4.352240823E-3
3.337314167E-1,-2.387285233E-1,-1.223421022E-1,1.297295373E-2
