"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.777416667E-3,9.350356460E-2,3.561626077E-1,3.270392418E-1
1.379241667E-2,6.825450808E-2,3.590004742E-1,3.312106729E-1
2.380641667E-2,2.369982004E-2,3.963398635E-1,3.388736546E-1
3.382041667E-2,2.728451975E-3,4.403685331E-1,3.462702632E-1
4.383479167E-2,9.429231286E-3,4.635718465E-1,3.585373163E-1
5.384979167E-2,1.089541707E-2,4.666695893E-1,3.653768897E-1
6.386379167E-2,7.160600275E-3,4.535441995E-1,3.653864563E-1
7.387779167E-2,-1.953739673E-3,4.484484494E-1,3.693755269E-1
8.389179167E-2,-2.012022585E-2,4.519430697E-1,3.772640824E-1
9.390679167E-2,-3.248973191E-2,4.610549808E-1,3.823517561E-1
1.039207917E-1,-3.444183245E-2,4.654635787E-1,3.916341960E-1
1.139347917E-1,-3.543407470E-2,4.540441632E-1,4.069595039E-1
1.239487917E-1,-4.030046612E-2,4.349317253E-1,4.133732021E-1
1.339627917E-1,-4.293747619E-2,4.282341897E-1,4.088352621E-1
1.439777917E-1,-4.152866453E-2,4.353365898E-1,4.064195156E-1
1.539917917E-1,-4.491860420E-2,4.699813426E-1,4.053674340E-1
1.640057917E-1,-7.832743227E-2,4.925617576E-1,4.140397608E-1
1.740197917E-1,-1.193267852E-1,4.968834817E-1,4.365783036E-1
1.840347917E-1,-1.359616816E-1,4.700803757E-1,4.593693614E-1
1.940487917E-1,-1.231368855E-1,4.350018799E-1,4.777616560E-1
2.040627917E-1,-1.012712717E-1,4.080531001E-1,4.875602126E-1
2.140767917E-1,-8.250924200E-2,4.158467948E-1,4.869687855E-1
2.240917917E-1,-6.827650964E-2,4.319573045E-1,5.089806318E-1
2.341057917E-1,-6.766816974E-2,4.402311444E-1,5.501864552E-1
2.441197917E-1,-9.638237208E-2,4.384127259E-1,6.017724276E-1
2.541337917E-1,-1.384013742E-1,4.196402431E-1,6.393145919E-1
2.641487917E-1,-1.455154866E-1,4.042607546E-1,6.603064537E-1
2.741627917E-1,-1.373665482E-1,3.575149179E-1,6.857484579E-1
2.841767917E-1,-1.433698535E-1,3.120473027E-1,7.401598096E-1
2.941907917E-1,-1.621882915E-1,2.487232834E-1,8.304557204E-1
3.042057917E-1,-1.443152875E-1,1.934152842E-1,9.478337169E-1
3.142197917E-1,-1.161790565E-1,8.197777718E-2,1.129668832E0
3.242337917E-1,-5.300461873E-2,-3.309022263E-2,1.327567697E0
3.342477917E-1,-4.781857133E-2,-2.977693975E-1,1.541714549E0
3.442627917E-1,-1.405615658E-1,-4.324880838E-1,1.860073924E0
3.542767917E-1,-3.621145487E-1,-4.173951149E-1,2.133337975E0
3.642907917E-1,-6.929340363E-1,-3.551216424E-1,2.285277128E0
3.743047917E-1,-1.185645342E0,-2.819599211E-1,2.190612316E0
