"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.773477315128389E9,"2026-03-14 09:35:15.128 UTC+01:00"
"PAUSE",1.932219599999917E1,1.773477334450578E9,"2026-03-14 09:35:34.451 UTC+01:00"
