"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
5.929333333E-3,1.912273407E0,5.754483490E0,7.624694366E0
1.594233333E-2,1.876797180E0,5.784271545E0,7.679779816E0
2.595633333E-2,1.813778229E0,5.741759949E0,7.731123047E0
3.596933333E-2,1.754501495E0,5.667514343E0,7.917335815E0
4.598233333E-2,1.673070831E0,5.618117065E0,8.146359558E0
5.599533333E-2,1.625320129E0,5.572312317E0,8.043224030E0
6.600933333E-2,1.532513123E0,5.556595001E0,7.934400330E0
7.602233333E-2,1.522483978E0,5.566474457E0,7.837402039E0
8.603533333E-2,1.645677795E0,5.671705627E0,7.671846313E0
9.604933333E-2,1.708547058E0,5.719306641E0,7.579937439E0
1.060623333E-1,1.643432465E0,5.728437653E0,7.438780975E0
1.160753333E-1,1.560654602E0,5.655838623E0,7.544012146E0
1.260893333E-1,1.408421173E0,5.539979553E0,7.719447327E0
1.361023333E-1,1.294657745E0,5.458399200E0,7.918383636E0
1.461153333E-1,1.237925720E0,5.337600403E0,8.205336914E0
1.561283333E-1,1.358275452E0,5.355563049E0,8.356821899E0
1.661423333E-1,1.539847870E0,5.449717255E0,8.173153839E0
1.761553333E-1,1.656305695E0,5.560636597E0,7.911947021E0
1.861683333E-1,1.595681763E0,5.627098389E0,7.823031921E0
1.961823333E-1,1.500030670E0,5.630241852E0,7.768994293E0
2.061953333E-1,1.547481995E0,5.616769867E0,7.810458069E0
2.162083333E-1,1.585652618E0,5.575755157E0,7.974516907E0
2.262213333E-1,1.520538025E0,5.461542664E0,8.178243256E0
2.362353333E-1,1.409169617E0,5.332211609E0,8.272397461E0
2.462483333E-1,1.424437866E0,5.327870636E0,8.245752869E0
2.562613333E-1,1.551822968E0,5.428012390E0,8.053552551E0
2.662753333E-1,1.579814758E0,5.468428345E0,7.825277252E0
2.762878333E-1,1.535207520E0,5.435197449E0,7.677833862E0
2.863008333E-1,1.663490753E0,5.465434570E0,7.534282379E0
2.963138333E-1,1.971999207E0,5.592669983E0,7.508835297E0
3.063278333E-1,2.148781586E0,5.640121307E0,7.562573547E0
3.163408333E-1,2.060465240E0,5.613925781E0,7.470964050E0
3.263538333E-1,1.944456482E0,5.625751190E0,7.425009613E0
3.363678333E-1,1.977238312E0,5.660329285E0,7.584278412E0
3.463808333E-1,2.237996063E0,5.763614502E0,7.583230591E0
3.563938333E-1,2.292333069E0,5.828130341E0,7.580985260E0
3.664068333E-1,2.125729523E0,5.792803802E0,7.541467438E0
3.764208333E-1,1.949096832E0,5.792205048E0,7.342980194E0
3.864338333E-1,1.785187683E0,6.002667389E0,7.066205750E0
3.964468333E-1,1.938019867E0,6.270460510E0,6.676865387E0
4.064608333E-1,2.278112640E0,6.495143280E0,6.433920593E0
4.164738333E-1,2.502795410E0,6.696624298E0,6.556815033E0
4.264868333E-1,2.660118256E0,6.688541107E0,6.680607605E0
4.365008333E-1,2.697839813E0,6.795418854E0,6.747817841E0
4.465138333E-1,2.462379456E0,6.678811340E0,6.893315277E0
4.565268333E-1,2.634820862E0,6.236032104E0,6.224955139E0
4.665398333E-1,2.871478729E0,6.006708984E0,4.490511932E0
4.765538333E-1,1.913919983E0,6.680158539E0,4.726571045E0
4.865668333E-1,7.432044983E-1,6.664141846E0,4.883145447E0
4.965798333E-1,1.049018555E0,6.085445251E0,4.928052063E0
5.065938333E-1,2.198478241E0,5.861211548E0,5.965095520E0
5.166068333E-1,3.638783112E0,6.079158325E0,7.188202057E0
5.266198333E-1,5.212460632E0,6.425687714E0,8.000562744E0
5.366338333E-1,6.166426849E0,6.806046753E0,8.655750275E0
5.466468333E-1,6.460565186E0,7.301516418E0,8.995992737E0
5.566598333E-1,6.425088959E0,7.862250366E0,8.719218292E0
5.666728333E-1,5.393284607E0,8.436007233E0,8.043822784E0
5.766868333E-1,4.427193604E0,8.437653809E0,7.301067352E0
5.866998333E-1,4.618645477E0,8.518934784E0,6.557413788E0
5.967128333E-1,5.069956970E0,8.386609955E0,6.094576263E0
6.067268333E-1,5.325325928E0,7.352260895E0,5.791456604E0
6.167398333E-1,5.786816254E0,6.411616974E0,5.720055084E0
6.267528333E-1,6.499334564E0,6.301895142E0,6.154152374E0
6.367658333E-1,7.979905701E0,5.965843964E0,5.927823029E0
6.467798333E-1,1.169293442E1,6.923851776E0,5.345533905E0
6.567928333E-1,1.537587570E1,9.047335968E0,4.387526093E0
6.668058333E-1,1.762420029E1,1.081291443E1,3.201392670E0
6.768198333E-1,1.641845764E1,9.952353973E0,1.839375000E0
6.868328333E-1,1.229318619E1,7.418273621E0,5.487588501E-1
6.968458333E-1,9.332792358E0,5.818999329E0,2.335144043E-2
7.068598333E-1,8.457113342E0,5.304968262E0,2.691403198E-1
7.168728333E-1,8.578660583E0,4.627028046E0,5.616320801E-1
7.268858333E-1,8.351283417E0,3.540287933E0,1.870510254E0
7.368988333E-1,8.297096100E0,3.268602905E0,2.399360504E0
7.469128333E-1,8.171207886E0,2.687062225E0,1.695374451E0
