"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
4.440166667E-3,1.619482269E0,6.713988190E0,6.934928741E0
1.445416667E-2,1.498833160E0,6.654561768E0,7.098239136E0
2.446916667E-2,1.371298370E0,6.604266357E0,7.270231476E0
3.448316667E-2,1.238374786E0,6.511758728E0,7.327562256E0
4.449716667E-2,1.152154083E0,6.427184601E0,7.267986145E0
5.451116667E-2,1.190474396E0,6.365363159E0,7.198081512E0
6.452616667E-2,1.222208405E0,6.387666779E0,7.108867035E0
7.454016667E-2,1.130898285E0,6.307433624E0,7.075785828E0
8.455416667E-2,1.016685791E0,6.224506073E0,6.994804230E0
9.456816667E-2,9.443861389E-1,6.239474945E0,6.810836792E0
1.045831667E-1,9.141490173E-1,6.246959381E0,6.506519623E0
1.145971667E-1,9.560618591E-1,6.293811951E0,6.300697632E0
1.246111667E-1,9.448352051E-1,6.222859497E0,6.294111328E0
1.346251667E-1,8.672964478E-1,6.135740662E0,6.598578186E0
1.446401667E-1,8.164022827E-1,6.060297546E0,6.993606720E0
1.546541667E-1,7.738906860E-1,5.915698242E0,7.307653656E0
1.646681667E-1,7.301815796E-1,5.864804077E0,7.392527161E0
1.746831667E-1,7.527845764E-1,5.902226257E0,7.160210266E0
1.846971667E-1,8.093669128E-1,6.022575989E0,6.950047302E0
1.947111667E-1,7.264393616E-1,6.058950348E0,6.693929901E0
2.047251667E-1,5.239105225E-1,6.032455444E0,6.523135071E0
2.147401667E-1,3.541635132E-1,5.931415558E0,6.676116943E0
2.247541667E-1,2.627037048E-1,5.835614777E0,6.913223877E0
2.347681667E-1,2.040257263E-1,5.759423218E0,7.117249603E0
2.447821667E-1,2.507286072E-1,5.775589600E0,7.197033691E0
2.547971667E-1,3.254232788E-1,5.904621277E0,7.149133301E0
2.648111667E-1,3.484753418E-1,5.948779449E0,7.184310150E0
2.748251667E-1,2.282752991E-1,5.933810577E0,7.093449097E0
2.848391667E-1,8.846603394E-2,5.881419525E0,7.011868744E0
2.948541667E-1,1.460961914E-1,5.838309174E0,6.991810455E0
3.048681667E-1,1.889071655E-1,5.788911896E0,7.019502869E0
3.148821667E-1,2.032772827E-1,5.658083954E0,7.023694153E0
