"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
4.440166667E-3,-1.267405450E-1,2.714455724E-1,2.213347852E-1
1.445416667E-2,-1.929073185E-1,3.463943899E-1,2.262059748E-1
2.446916667E-2,-1.964352578E-1,3.613220155E-1,2.207426727E-1
3.448316667E-2,-1.577698886E-1,3.072462678E-1,2.072138190E-1
4.449716667E-2,-1.007040367E-1,2.237375081E-1,1.987670958E-1
5.451116667E-2,-5.485559255E-2,1.678113937E-1,1.828208864E-1
6.452616667E-2,-2.681492828E-2,1.358354241E-1,1.603746265E-1
7.454016667E-2,1.477430342E-3,1.176990345E-1,1.479477882E-1
8.455416667E-2,1.695660315E-2,1.219291911E-1,1.460948884E-1
9.456816667E-2,3.291124944E-3,1.425822675E-1,1.415376961E-1
1.045831667E-1,-4.090832546E-2,1.466745585E-1,1.309382319E-1
1.145971667E-1,-1.102301404E-1,1.577847302E-1,1.097019315E-1
1.246111667E-1,-1.820712537E-1,1.726111472E-1,9.661415964E-2
1.346251667E-1,-2.130118608E-1,1.744274199E-1,9.296509624E-2
1.446401667E-1,-1.956909001E-1,1.569479108E-1,8.679454774E-2
1.546541667E-1,-1.392249763E-1,1.273338199E-1,8.736472577E-2
1.646681667E-1,-7.397241890E-2,9.730952978E-2,8.297697455E-2
1.746831667E-1,-3.779364377E-2,5.688114837E-2,6.536096334E-2
1.846971667E-1,-4.718548059E-2,7.523740828E-2,3.970271721E-2
1.947111667E-1,-1.093545780E-1,1.028820872E-1,2.087416872E-2
2.047251667E-1,-1.738054007E-1,1.167264730E-1,1.648347825E-2
2.147401667E-1,-2.121535838E-1,1.050112247E-1,1.992082037E-2
2.247541667E-1,-2.147528082E-1,6.797127426E-2,2.557089180E-2
2.347681667E-1,-1.975647658E-1,2.684114501E-2,3.119229153E-2
2.447821667E-1,-1.852622777E-1,-7.934803143E-3,2.464170568E-2
2.547971667E-1,-1.910938025E-1,-3.694248945E-2,2.837073524E-3
2.648111667E-1,-2.068335712E-1,-2.673404291E-2,-9.437450208E-3
2.748251667E-1,-2.396426499E-1,-4.143868759E-2,-1.288784295E-2
2.848391667E-1,-2.781969607E-1,-3.128480166E-2,-2.125124447E-3
2.948541667E-1,-3.115919232E-1,-3.072527237E-2,7.162019610E-4
3.048681667E-1,-3.238429725E-1,-4.508684948E-2,-1.005179714E-3
3.148821667E-1,-3.401732147E-1,-6.517826766E-2,-7.447899319E-3
3.248971667E-1,-3.674057424E-1,-1.064510494E-1,-1.484691817E-2
3.349111667E-1,-4.009402692E-1,-1.331417710E-1,-2.945062891E-2
3.449251667E-1,-4.161527157E-1,-9.738601744E-2,-5.315385014E-2
3.549391667E-1,-4.160059988E-1,-3.661615029E-2,-6.393432617E-2
3.649541667E-1,-4.044699967E-1,-5.169734359E-3,-5.328016728E-2
3.749681667E-1,-3.848507702E-1,-3.540992737E-2,-4.186985269E-2
3.849821667E-1,-3.718013167E-1,-1.280157268E-1,-5.340203643E-2
3.949961667E-1,-3.627846241E-1,-2.561625242E-1,-8.047866076E-2
4.050111667E-1,-3.711082935E-1,-3.256538808E-1,-7.957462966E-2
4.150251667E-1,-4.101331830E-1,-3.337245882E-1,-3.809669241E-2
4.250391667E-1,-4.549035728E-1,-2.923167646E-1,1.802978851E-2
4.350541667E-1,-4.939311445E-1,-3.009571135E-1,2.547705173E-2
4.450681667E-1,-5.386289358E-1,-3.702059090E-1,1.113506779E-2
4.550821667E-1,-5.992595553E-1,-4.600804150E-1,-3.341343720E-3
4.650961667E-1,-6.572558284E-1,-6.182639003E-1,-1.212991774E-3
4.751111667E-1,-6.897773147E-1,-8.316395879E-1,6.919672340E-2
4.851251667E-1,-6.476231217E-1,-1.024137974E0,1.267203540E-1
4.951391667E-1,-4.936788082E-1,-1.231632233E0,1.425629705E-1
5.051531667E-1,-3.432948589E-1,-1.518316031E0,1.294879168E-1
5.151681667E-1,-2.600726783E-1,-1.738016486E0,1.470884830E-1
5.251821667E-1,-3.495827317E-1,-1.908638716E0,1.759024858E-1
5.351961667E-1,-7.213959694E-1,-2.021294355E0,2.946627140E-1
5.452111667E-1,-1.169222355E0,-1.498781800E0,5.588683486E-1
5.552251667E-1,-1.529286861E0,-8.775478005E-1,7.887833118E-1
5.652391667E-1,-1.654490352E0,-8.824825287E-1,9.999157786E-1
5.752531667E-1,-1.616165876E0,-1.183037043E0,1.192903638E0
5.852681667E-1,-1.454362988E0,-1.585874677E0,1.436004639E0
5.952821667E-1,-1.183088779E0,-1.963200927E0,1.637638211E0
