"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
2.478875002E-3,1.456650347E-1,8.932336420E-2,1.122022718E-1
1.249287500E-2,1.532320231E-1,1.364976764E-1,1.091001034E-1
2.250687500E-2,1.811579317E-1,1.255797744E-1,8.582940698E-2
3.252087500E-2,2.065304816E-1,9.911235422E-2,4.396332055E-2
4.253487500E-2,2.137425989E-1,9.490295500E-2,3.085364029E-2
5.254887500E-2,1.709367186E-1,9.354993701E-2,1.458798442E-2
6.256287500E-2,1.070277840E-1,7.379274070E-2,1.395361964E-2
7.257687500E-2,4.562101513E-2,7.523484528E-2,3.625636175E-2
8.259087500E-2,-1.419331599E-2,1.126541197E-1,6.289489567E-2
9.260487500E-2,-5.635821447E-2,1.436152309E-1,1.035338342E-1
1.026188750E-1,-8.528520167E-2,1.728032082E-1,1.648605764E-1
1.126328750E-1,-1.163479462E-1,2.151927501E-1,2.341891676E-1
1.226468750E-1,-1.522886455E-1,2.341763079E-1,2.931198776E-1
1.326608750E-1,-1.840636134E-1,2.215941995E-1,3.461833596E-1
1.426748750E-1,-2.127152383E-1,1.680691838E-1,3.918067813E-1
1.526878750E-1,-2.198834121E-1,1.184394434E-1,4.351870120E-1
1.627018750E-1,-2.049947381E-1,2.924511954E-2,4.908207059E-1
1.727158750E-1,-1.704361141E-1,-8.129723370E-2,5.501432419E-1
1.827298750E-1,-1.361772120E-1,-1.358840466E-1,6.034740806E-1
1.927438750E-1,-1.173070148E-1,-1.055682227E-1,6.672343612E-1
2.027578750E-1,-1.182441786E-1,-9.803919494E-2,7.450663447E-1
2.127718750E-1,-1.426762789E-1,-1.268988103E-1,8.568077087E-1
2.227858750E-1,-2.240539491E-1,-1.448162943E-1,1.011619806E0
2.327998750E-1,-3.357101381E-1,-1.357000321E-1,1.184229732E0
2.428138750E-1,-4.316510558E-1,-6.035147980E-2,1.355181694E0
2.528278750E-1,-4.924367070E-1,1.734438539E-2,1.532438636E0
2.628418750E-1,-5.091605783E-1,4.002333060E-2,1.716470838E0
2.728558750E-1,-4.635637105E-1,-4.940109327E-2,1.915392280E0
2.828698750E-1,-3.745867014E-1,-1.972121298E-1,2.119255543E0
2.928838750E-1,-3.551726341E-1,-2.661954463E-1,2.299038649E0
