"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
9.694000000E-3,5.173242188E-1,8.108488312E0,4.994962921E0
1.970800000E-2,5.381309509E-1,8.218958588E0,4.545597382E0
2.972200000E-2,5.526507568E-1,8.388256531E0,4.403542786E0
3.973500000E-2,6.197113037E-1,8.490942993E0,4.532125397E0
4.974995833E-2,6.994953918E-1,8.494685211E0,4.796625366E0
5.976295833E-2,6.861730957E-1,8.395142212E0,5.083129578E0
6.977695833E-2,6.044430542E-1,8.272996216E0,5.291645966E0
7.979095833E-2,5.490582275E-1,8.199199677E0,5.256469116E0
8.980395833E-2,5.292993164E-1,8.223898315E0,5.115013275E0
9.981795833E-2,5.987548828E-1,8.332422638E0,4.994813232E0
1.098309583E-1,7.545808411E-1,8.430169373E0,4.927902374E0
1.198449583E-1,8.235873413E-1,8.463849335E0,4.885091400E0
1.298589583E-1,7.617658997E-1,8.487200775E0,4.875960388E0
1.398719583E-1,6.999444580E-1,8.459807739E0,5.020110626E0
1.498859583E-1,6.487509155E-1,8.369695129E0,5.261558533E0
1.598989583E-1,7.051835632E-1,8.262667694E0,5.556145935E0
1.699129583E-1,8.080197144E-1,8.266260223E0,5.815406799E0
1.799259583E-1,8.672964478E-1,8.312514038E0,5.888903961E0
1.899399583E-1,8.846603394E-1,8.352331238E0,5.815107422E0
1.999539583E-1,9.355545044E-1,8.343499603E0,5.707331543E0
2.099669583E-1,1.013991394E0,8.330027618E0,5.638923798E0
2.199809583E-1,1.058149567E0,8.344098358E0,5.632487183E0
2.299939583E-1,1.075064392E0,8.349038086E0,5.617817688E0
2.400079583E-1,1.071920929E0,8.332871704E0,5.671106873E0
2.500219583E-1,8.951385498E-1,8.238418121E0,5.779930573E0
2.600349583E-1,6.881190491E-1,8.100255432E0,5.790259094E0
2.700489583E-1,5.309458923E-1,8.046816559E0,5.726042633E0
2.800619583E-1,4.047583008E-1,8.026907959E0,5.546116791E0
2.900759583E-1,3.839515686E-1,8.047864380E0,5.347180481E0
3.000899583E-1,3.905378723E-1,8.195307770E0,5.242248688E0
3.101029583E-1,5.307962036E-1,8.295898590E0,5.156027985E0
3.201169583E-1,8.613088989E-1,8.278085632E0,5.369633789E0
3.301299583E-1,8.945397949E-1,8.450676727E0,5.662275238E0
3.401439583E-1,8.470884705E-1,8.545279999E0,5.683680725E0
3.501569583E-1,7.888595581E-1,8.678802338E0,5.531896362E0
3.601709583E-1,9.017248535E-1,8.697064362E0,5.379513245E0
3.701849583E-1,9.455836487E-1,8.488847351E0,5.398074646E0
3.801979583E-1,6.590794373E-1,8.169561310E0,5.425767059E0
3.902119583E-1,2.854563904E-1,8.109835510E0,5.356461182E0
4.002249583E-1,8.577163696E-2,8.004604340E0,5.368885345E0
4.102389583E-1,-8.786727905E-2,7.899522858E0,5.578898621E0
4.202529583E-1,-1.576222229E-1,7.845335541E0,5.759273529E0
4.302659583E-1,-2.398013306E-1,7.824678497E0,5.787265320E0
4.402799583E-1,-2.023791504E-1,7.974516907E0,5.679040375E0
4.502929583E-1,-2.622546387E-1,8.181386719E0,5.587730255E0
4.603069583E-1,-3.405418396E-1,8.197553101E0,5.415438538E0
4.703209583E-1,-1.222956848E-1,8.094417572E0,5.344935150E0
4.803339583E-1,2.838098145E-1,7.538623352E0,4.873415680E0
4.903479583E-1,4.760101318E-2,8.209228821E0,5.155429230E0
5.003609583E-1,-6.804849243E-1,9.032217407E0,6.216422882E0
5.103749583E-1,8.113128662E-2,8.451574860E0,5.413492584E0
5.203889583E-1,3.647914124E-1,7.774682465E0,4.686454468E0
5.304019583E-1,-3.442840576E-2,7.651937714E0,4.386927338E0
5.404159583E-1,-6.881190491E-1,8.191415863E0,5.043162689E0
5.504289583E-1,-8.786727905E-1,8.239765320E0,5.141208801E0
5.604429583E-1,-6.027964783E-1,8.412955170E0,4.829407196E0
5.704559583E-1,-3.420387268E-1,8.668324127E0,5.016518097E0
5.804699583E-1,-1.586700439E-2,8.885073395E0,5.488636322E0
5.904839583E-1,-7.185058594E-2,8.945397949E0,6.432274017E0
6.004969583E-1,2.395019531E-3,8.437504120E0,6.825356598E0
6.105109583E-1,2.275268555E-2,7.801327057E0,6.724915466E0
6.205239583E-1,-3.712280273E-2,7.563771057E0,6.401438141E0
6.305379583E-1,-2.489323425E-1,7.582482147E0,6.103856964E0
6.405519583E-1,-4.930746460E-1,7.637866974E0,5.542524261E0
6.505649583E-1,-1.183738403E0,7.939938812E0,5.292244720E0
6.605789583E-1,-9.313632202E-1,7.438182220E0,4.548890533E0
6.705919583E-1,-1.181343384E0,7.681875458E0,4.543352051E0
6.806059583E-1,-1.602717133E0,8.118667145E0,5.433550873E0
6.906199583E-1,-1.519490204E0,8.109236755E0,6.199508057E0
7.006329583E-1,-8.675958252E-1,7.794441376E0,6.838080139E0
7.106469583E-1,-3.094065857E-1,7.553143158E0,6.538702698E0
7.206599583E-1,-3.742218018E-2,8.213719482E0,6.211782532E0
