"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
-7.351666663E-4,3.920347595E-1,6.980434113E0,6.436465302E0
9.277833333E-3,3.881428528E-1,7.008725281E0,6.355932770E0
1.929183333E-2,4.743635559E-1,6.975344696E0,6.530469818E0
2.930483333E-2,5.251080322E-1,7.018904114E0,6.747668152E0
3.931783333E-2,5.119354248E-1,7.097640381E0,6.938670959E0
4.933183333E-2,4.385879517E-1,7.069648590E0,6.947801971E0
5.934483333E-2,2.899470520E-1,7.029681702E0,6.755451965E0
6.935783333E-2,1.553768921E-1,6.996750183E0,6.573430481E0
7.937183333E-2,-2.859054565E-2,7.024442596E0,6.548133087E0
8.938483333E-2,-2.049238586E-1,7.054380341E0,6.514153748E0
9.939783333E-2,-4.108955383E-1,7.085964661E0,6.425238647E0
1.094118333E-1,-4.971162415E-1,7.061565399E0,6.311774597E0
1.194248333E-1,-4.218228149E-1,7.147037659E0,6.296955414E0
1.294378333E-1,-3.046165466E-1,7.318730621E0,6.484814758E0
1.394518333E-1,-1.850152588E-1,7.354356537E0,6.929390259E0
1.494648333E-1,-1.664538574E-1,7.314090271E0,7.340585175E0
1.594778333E-1,-2.155517578E-1,7.265740814E0,7.545658722E0
1.694908333E-1,-2.085163879E-1,7.201823730E0,7.581284637E0
1.795048333E-1,-1.606159973E-1,7.226522369E0,7.601193237E0
1.895178333E-1,-1.347198486E-3,7.323221283E0,7.699987793E0
1.995308333E-1,2.547702026E-1,7.362589417E0,7.768994293E0
2.095448333E-1,2.261796570E-1,7.526498566E0,7.846083984E0
2.195578333E-1,5.269042969E-2,7.674690399E0,7.971672821E0
2.295708333E-1,-7.454498291E-2,7.710915070E0,8.059689789E0
2.395848333E-1,-8.696914673E-2,7.841593323E0,8.004754028E0
2.495978333E-1,8.232879639E-2,8.064180450E0,7.974816284E0
2.596108333E-1,2.972817993E-1,8.269553375E0,8.038134613E0
2.696248333E-1,3.805087280E-1,8.323141937E0,7.814948730E0
2.796378333E-1,3.124003601E-1,8.267158356E0,7.639363861E0
2.896508333E-1,2.154020691E-1,8.264913025E0,7.370373230E0
2.996648333E-1,3.869453430E-1,8.480764160E0,6.929989014E0
3.096778333E-1,6.563850403E-1,8.920699310E0,6.464457092E0
3.196908333E-1,8.836125183E-1,8.984466705E0,6.173462219E0
3.297038333E-1,1.097517700E0,8.802744598E0,6.487359467E0
3.397178333E-1,4.559518433E-1,8.882828064E0,7.026687927E0
3.497308333E-1,5.087919617E-1,8.622519379E0,7.478448486E0
3.597438333E-1,6.735992432E-1,8.583600311E0,7.854017487E0
3.697578333E-1,1.057550812E0,8.904383240E0,7.994874573E0
3.797708333E-1,1.643133087E0,9.047335968E0,7.853119354E0
3.897838333E-1,1.953886871E0,8.972192230E0,7.306456146E0
3.997978333E-1,2.223925323E0,8.613388367E0,6.230044556E0
4.098108333E-1,2.248623962E0,8.096363525E0,4.956642609E0
4.198238333E-1,2.496658173E0,7.928861847E0,3.611689453E0
4.298378333E-1,3.021915894E0,7.629334717E0,2.480491791E0
4.398508333E-1,3.650159454E0,7.624544678E0,2.605332184E0
4.498638333E-1,1.755549316E0,8.849896545E0,3.600911865E0
