"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.773477602575301E9,"2026-03-14 09:40:02.575 UTC+01:00"
"PAUSE",1.916754945833327E1,1.773477621742844E9,"2026-03-14 09:40:21.743 UTC+01:00"
