"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.773478851265594E9,"2026-03-14 10:00:51.266 UTC+01:00"
"PAUSE",2.015950437500032E1,1.773478871425090E9,"2026-03-14 10:01:11.425 UTC+01:00"
