"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.069125000E-3,-2.770738220E-1,7.388635254E0,5.961502991E0
1.108212500E-2,-4.119433594E-1,7.338040466E0,6.090534668E0
2.109512500E-2,-4.983137512E-1,7.275021515E0,6.137087860E0
3.110912500E-2,-4.897814941E-1,7.337591400E0,6.111940155E0
4.112212500E-2,-3.562591553E-1,7.468269653E0,6.079158325E0
5.113612500E-2,-3.032693481E-1,7.641908569E0,6.062991943E0
6.114912500E-2,-3.782633972E-1,7.769892426E0,6.062093811E0
7.116212500E-2,-6.306385803E-1,7.932304688E0,6.122717743E0
8.117612500E-2,-7.758366394E-1,8.036937103E0,5.929768982E0
9.118912500E-2,-8.738827515E-1,8.152496796E0,5.676795044E0
1.012021250E-1,-9.502239990E-1,8.224048004E0,5.541476440E0
1.112161250E-1,-8.765771484E-1,8.101303253E0,5.804180145E0
1.212291250E-1,-7.312294006E-1,7.984995117E0,6.346951447E0
1.312431250E-1,-7.352709961E-1,7.983797607E0,6.619983673E0
1.412561250E-1,-6.101312256E-1,7.899672546E0,6.958729248E0
1.512691250E-1,-6.376739502E-2,7.933502197E0,7.702682190E0
1.612831250E-1,4.215234375E-1,8.280480652E0,8.326584778E0
1.712961250E-1,5.580395508E-1,8.477770386E0,8.408913574E0
1.813091250E-1,4.108955383E-1,8.495882721E0,8.284971313E0
1.913231250E-1,1.353186035E-1,8.628656616E0,7.993826752E0
2.013361250E-1,-2.612068176E-1,8.894503784E0,7.674840088E0
2.113501250E-1,-3.622467041E-1,9.270222473E0,7.540419617E0
2.213631250E-1,-3.192860413E-1,9.550888824E0,7.279063110E0
2.313761250E-1,-4.089495850E-1,9.573791199E0,6.604116669E0
2.413901250E-1,-8.988807678E-1,9.295968933E0,5.899531860E0
2.514031250E-1,-1.375639343E0,8.888965302E0,5.319188690E0
2.614161250E-1,-1.904190216E0,8.251141663E0,5.165308685E0
2.714301250E-1,-2.750530243E0,7.474706268E0,5.155429230E0
2.814431250E-1,-3.050057373E0,6.826554108E0,4.287833405E0
2.914571250E-1,-3.785328369E0,6.867718506E0,3.970792694E0
3.014703750E-1,-3.801045685E0,5.768404541E0,4.287983093E0
3.114833750E-1,-2.985691223E0,4.528083801E0,3.482208710E0
3.214973750E-1,-2.187550964E0,3.496429138E0,2.830763397E0
3.315103750E-1,-1.351988525E0,1.913620605E0,2.613565063E0
3.415233750E-1,5.194198608E-2,6.915618896E-1,1.799557800E0
3.515373750E-1,2.140848083E0,-1.401086426E-1,7.062313843E-1
3.615503750E-1,3.865561523E0,-9.038204956E-1,-1.886077881E-1
3.715643750E-1,5.705984344E0,-6.551875305E-1,-1.521286469E0
3.815773750E-1,7.579638062E0,-5.255570984E-1,-3.226091309E0
3.915903750E-1,9.263486481E0,-8.758287048E-1,-4.542453918E0
4.016043750E-1,1.012150223E1,-9.063652039E-1,-5.575455780E0
4.116173750E-1,9.829160156E0,-1.893113251E0,-6.756050720E0
4.216303750E-1,9.406139832E0,-3.248394928E0,-7.781119080E0
4.316443750E-1,9.352700958E0,-5.080435181E0,-8.136480103E0
4.416573750E-1,8.907077637E0,-7.114854584E0,-7.951165466E0
4.516713750E-1,9.222471771E0,-8.550519104E0,-7.648045807E0
4.616843750E-1,1.041788589E1,-9.505832520E0,-7.944130096E0
4.716973750E-1,1.290466461E1,-9.499844971E0,-8.259224854E0
4.817113750E-1,1.503009476E1,-9.160500641E0,-8.327632599E0
4.917243750E-1,1.564531540E1,-9.409283295E0,-8.528365173E0
5.017373750E-1,1.588541611E1,-9.287137299E0,-8.360115051E0
5.117513750E-1,1.449076630E1,-9.372609558E0,-8.191864929E0
5.217643750E-1,1.239407639E1,-1.077983322E1,-8.708889771E0
5.317783750E-1,1.072025711E1,-1.256636810E1,-9.005872192E0
5.417913750E-1,9.742041321E0,-1.376133316E1,-8.317453766E0
5.518043750E-1,9.814191284E0,-1.432610870E1,-7.597600708E0
5.618183750E-1,1.068358337E1,-1.451082458E1,-7.247179413E0
5.718313750E-1,1.176104279E1,-1.439316925E1,-6.825655975E0
