"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
-4.066666679E-5,1.568737793E0,7.561675415E0,4.780309296E0
9.972333333E-3,1.254092102E0,7.500602417E0,4.649032288E0
1.998633333E-2,7.834707642E-1,7.314239960E0,4.398153992E0
3.000033333E-2,5.825885010E-1,7.180418243E0,4.154909821E0
4.001433333E-2,5.647755432E-1,7.220684509E0,3.901486816E0
5.002833333E-2,3.469784546E-1,7.250322876E0,3.575165405E0
6.004233333E-2,4.849914551E-2,7.230114899E0,3.165766754E0
7.005533333E-2,-2.053729248E-1,7.112459564E0,2.551144867E0
8.006933333E-2,-4.852908325E-1,6.930288391E0,2.103276215E0
9.008333333E-2,-7.514373779E-1,6.555916901E0,2.084116058E0
1.000973333E-1,-1.349294128E0,5.952671356E0,2.423610077E0
1.101113333E-1,-1.953288116E0,5.426216125E0,2.886746979E0
1.201253333E-1,-1.947150879E0,5.199437714E0,3.008892975E0
1.301383333E-1,-1.892514496E0,5.031037903E0,3.098855896E0
1.401523333E-1,-2.092798004E0,4.562362518E0,2.862796783E0
1.501663333E-1,-1.969304810E0,4.315974884E0,1.941313019E0
1.601803333E-1,-1.644031219E0,4.391567688E0,8.396040344E-1
1.701943333E-1,-1.447789307E0,4.289929047E0,-5.315446472E-1
1.802083333E-1,-1.098864899E0,3.975582733E0,-1.528770905E0
1.902213333E-1,-6.972500610E-1,3.289409637E0,-1.544188843E0
2.002353333E-1,7.801776123E-1,2.401007080E0,9.367520142E-1
2.102493333E-1,2.861000519E0,2.526745605E0,4.127666473E0
2.202633333E-1,4.021986237E0,2.104024658E0,5.058880005E0
2.302773333E-1,6.139632568E0,2.569107513E0,5.650150452E0
2.402913333E-1,9.737400970E0,4.469405823E0,5.368436279E0
2.503043333E-1,1.304986267E1,5.786965942E0,3.892056427E0
2.603183333E-1,1.583122879E1,6.863976288E0,2.838397522E0
2.703323333E-1,1.810679672E1,7.381001129E0,1.568588104E0
2.803463333E-1,1.873039993E1,6.171067200E0,1.371597748E0
2.903603333E-1,2.144874710E1,4.534819794E0,4.053271179E0
4.806234583E-1,1.775173508E1,-1.082593735E1,4.505929871E0
4.906364583E-1,1.503877670E1,-1.312306046E1,3.867806854E0
5.006504583E-1,1.268372406E1,-1.538126450E1,4.251608734E0
5.106644583E-1,9.564510498E0,-1.705702972E1,5.215155029E0
5.206784583E-1,6.339467010E0,-1.777733185E1,5.507646790E0
5.306924583E-1,3.507955170E0,-1.793181061E1,5.842350769E0
5.407064583E-1,1.127904510E0,-1.815679276E1,6.873855743E0
5.507194583E-1,-7.638615417E-1,-1.775338165E1,7.079228668E0
5.607334583E-1,-1.989812164E0,-1.684986053E1,6.969955902E0
5.707474583E-1,-2.534230042E0,-1.635948029E1,7.357500000E0
5.807614583E-1,-3.312312012E0,-1.596909210E1,7.629334717E0
5.907754583E-1,-4.785249023E0,-1.597822311E1,7.136559448E0
6.007884583E-1,-6.410718842E0,-1.640468628E1,6.714586945E0
6.108024583E-1,-9.198970642E0,-1.712364120E1,6.140979767E0
6.208164583E-1,-1.243988113E1,-1.769066208E1,6.351891174E0
6.308304583E-1,-1.475406876E1,-1.714055603E1,9.455986176E0
6.408444583E-1,-1.755010437E1,-1.770637939E1,1.204575073E1
6.508584583E-1,-2.101464981E1,-1.650946838E1,1.396401169E1
6.608714583E-1,-2.490670624E1,-1.581117050E1,1.414932632E1
7.109414583E-1,-1.727213242E1,-1.352003494E1,6.538403320E0
7.209544583E-1,-1.377211075E1,-1.330927322E1,3.933071136E0
7.309684583E-1,-1.154534134E1,-1.408510986E1,1.244811401E0
7.409824583E-1,-1.050590286E1,-1.522154663E1,-8.143066406E-2
7.509964583E-1,-1.002240829E1,-1.670990158E1,8.143066406E-2
7.610104583E-1,-9.214687958E0,-1.961745529E1,4.490661621E-4
7.710234583E-1,-6.431076508E0,-2.201801331E1,-1.553768921E-1
8.010654583E-1,1.370939117E1,-1.836890167E1,-2.927013245E0
8.110794583E-1,1.981564316E1,-1.595397354E1,-3.539539490E0
8.210934583E-1,2.696088455E1,-1.209963867E1,-5.410947876E0
1.141535458E0,1.758243713E1,-1.107157654E1,-1.684432205E1
1.151549458E0,1.448118622E1,-1.217478241E1,-1.877800095E1
1.161562458E0,1.186357956E1,-1.307501038E1,-2.034643936E1
1.341811458E0,9.059760132E0,-1.858624969E1,4.544250183E0
1.351825458E0,9.089697876E0,-1.713636475E1,6.950496368E0
1.361838833E0,1.030277527E1,-1.524968811E1,1.042971130E1
1.371851833E0,1.102711899E1,-1.350446732E1,1.423464890E1
1.381865833E0,9.897118835E0,-1.138337814E1,1.606429413E1
1.391879833E0,8.879085846E0,-9.411229248E0,1.613285156E1
1.401893833E0,9.099427643E0,-8.159382477E0,1.759007126E1
1.411907833E0,9.092841339E0,-6.946903839E0,2.235870483E1
1.421920833E0,7.691455536E0,-5.907764740E0,2.803490112E1
1.552100833E0,1.617491409E1,-1.986818390E0,1.831890564E1
1.562114833E0,1.523935959E1,-4.925657043E0,1.645438293E1
1.572128833E0,1.431233734E1,-7.084467773E0,1.493399460E1
1.582141833E0,1.351329895E1,-9.051527252E0,1.484837265E1
1.592155833E0,1.427266983E1,-1.091170898E1,1.602028564E1
1.602169833E0,1.791190201E1,-1.128428421E1,1.490495499E1
1.612183833E0,2.142913788E1,-1.094089828E1,1.106064926E1
1.752376833E0,9.552535400E0,1.245410156E-1,-1.835168747E1
