"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.773478061045884E9,"2026-03-14 09:47:41.046 UTC+01:00"
"PAUSE",2.379819345833312E1,1.773478084844069E9,"2026-03-14 09:48:04.844 UTC+01:00"
