"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
2.469208333E-3,6.638602912E-2,-1.699917763E-1,-2.713989839E-2
1.248320833E-2,-2.757561952E-2,-4.342185706E-2,8.292926475E-3
2.249620833E-2,-1.005373821E-1,5.330103636E-2,3.825412318E-2
3.251020833E-2,-1.331781447E-1,8.867047727E-2,3.825518861E-2
4.252320833E-2,-1.326286197E-1,8.801640570E-2,1.481997222E-2
5.253620833E-2,-1.189804450E-1,8.248475194E-2,-2.070925944E-2
6.255020833E-2,-9.758160263E-2,7.350715995E-2,-4.386615008E-2
7.256320833E-2,-7.162590325E-2,5.789783970E-2,-4.055131227E-2
8.257620833E-2,-5.033749714E-2,-4.912840668E-4,-2.332641184E-2
9.259020833E-2,-2.595412545E-2,-5.206126720E-2,-1.566582918E-2
1.026032083E-1,-8.167473599E-3,-7.874704897E-2,-1.178855356E-2
1.126162083E-1,-7.344024256E-3,-8.767982572E-2,-1.492868643E-2
1.226302083E-1,-2.033425309E-2,-4.024341330E-2,-1.977258362E-2
1.326432083E-1,-3.703440353E-2,4.882095009E-2,-1.286168024E-2
1.426562083E-1,-6.999459118E-2,9.262686968E-2,7.572678849E-3
1.526702083E-1,-9.251347929E-2,9.671402723E-2,3.330760449E-2
1.626832083E-1,-9.169730544E-2,1.000587270E-1,4.953528941E-2
1.726972083E-1,-6.825616211E-2,5.298335850E-2,5.983320251E-2
1.827102083E-1,-4.328517988E-2,-1.831052825E-2,5.743829161E-2
1.927232083E-1,-2.549979277E-2,-7.059290260E-2,3.775726259E-2
2.027372083E-1,1.151839271E-2,-7.671783864E-2,1.313681249E-2
2.127502083E-1,5.832291767E-2,-2.031900920E-2,-6.497608498E-3
2.227632083E-1,7.823551446E-2,2.716275677E-2,-6.424509920E-4
2.327772083E-1,6.091964245E-2,4.226634279E-2,2.157363854E-2
2.427902083E-1,6.523541640E-3,3.887024149E-2,4.059471563E-2
2.528032083E-1,-5.431504175E-2,7.023135573E-2,5.656329542E-2
2.628172083E-1,-1.036613137E-1,9.481933713E-2,8.481191099E-2
2.728302083E-1,-1.123879552E-1,1.115024388E-1,1.221267954E-1
2.828432083E-1,-4.812050611E-2,5.427951366E-2,1.711662859E-1
2.928572083E-1,5.101592839E-2,-6.141832098E-2,2.134040147E-1
3.028702083E-1,1.835348755E-1,-1.368422359E-1,3.273077011E-1
3.128842083E-1,3.309986293E-1,-2.626774013E-1,4.912204742E-1
3.228972083E-1,3.901767135E-1,-2.816606760E-1,5.959282517E-1
3.329102083E-1,4.058483541E-1,-2.204591036E-1,6.016883850E-1
3.429242083E-1,3.715886474E-1,-2.460644096E-1,5.544545650E-1
3.529372083E-1,3.077761233E-1,-3.637588322E-1,5.146312714E-1
3.629502083E-1,2.110136300E-1,-4.739612639E-1,4.946258962E-1
3.729642083E-1,8.776041120E-2,-6.764895916E-1,4.783398509E-1
3.829772083E-1,-1.226654872E-1,-1.133056402E0,4.466613233E-1
3.929902083E-1,-1.156243533E-1,-1.469748974E0,6.716638207E-1
4.030042083E-1,-1.581426859E-1,-1.751331329E0,9.222173095E-1
4.130172083E-1,-2.770507038E-1,-1.578501821E0,1.104434490E0
