"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.773478280870910E9,"2026-03-14 09:51:20.871 UTC+01:00"
"PAUSE",2.343419858333346E1,1.773478304305095E9,"2026-03-14 09:51:44.305 UTC+01:00"
