"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.773477381575396E9,"2026-03-14 09:36:21.575 UTC+01:00"
"PAUSE",1.903502445833328E1,1.773477400610410E9,"2026-03-14 09:36:40.610 UTC+01:00"
