"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.773477921527479E9,"2026-03-14 09:45:21.527 UTC+01:00"
"PAUSE",1.890405470833321E1,1.773477940431527E9,"2026-03-14 09:45:40.432 UTC+01:00"
