"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.773479015534885E9,"2026-03-14 10:03:35.535 UTC+01:00"
"PAUSE",1.834474383333327E1,1.773479033879621E9,"2026-03-14 10:03:53.880 UTC+01:00"
