"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
-1.727125000E-3,2.920335159E-2,-1.037392914E-1,-4.841466434E-3
8.286875000E-3,-3.583583608E-2,-8.639138192E-3,1.455939561E-2
1.829987500E-2,-7.040949166E-2,6.226573512E-2,1.071383990E-2
2.831287500E-2,-7.016048580E-2,8.317793906E-2,-1.020715479E-2
3.832587500E-2,-4.869196191E-2,6.394087523E-2,-3.399715200E-2
4.833987500E-2,-2.908417396E-2,3.060635924E-2,-4.450971261E-2
5.835287500E-2,-1.671705581E-2,-8.793818764E-3,-2.856404334E-2
6.836587500E-2,-8.396009915E-3,-3.037367947E-2,-5.841420032E-3
7.837887500E-2,-8.305372670E-3,-4.421516508E-2,6.537736394E-3
8.839287500E-2,-9.462782182E-3,-6.432842463E-2,1.408753172E-2
9.840587500E-2,-2.025916427E-2,-7.331354171E-2,1.875548065E-2
1.084188750E-1,-5.392365158E-2,-5.758331716E-2,2.743525431E-2
1.184328750E-1,-9.755747020E-2,-1.310599782E-2,3.453446180E-2
1.284458750E-1,-1.238234267E-1,5.598012730E-2,3.959153593E-2
1.384588750E-1,-1.291306466E-1,8.232274652E-2,5.167056620E-2
1.484718750E-1,-9.676231444E-2,5.800568312E-2,6.566175073E-2
1.584858750E-1,-4.214408249E-2,9.590483271E-3,6.816245615E-2
1.684988750E-1,6.729983725E-3,-2.664315514E-2,6.734406948E-2
1.785118750E-1,2.238395438E-2,-2.686395869E-2,7.486378402E-2
1.885248750E-1,6.861454807E-3,-1.562701538E-2,8.970531821E-2
1.985388750E-1,-2.552196570E-2,1.379143074E-2,1.050064489E-1
2.085518750E-1,-5.755473301E-2,8.237181604E-2,1.099575311E-1
2.185648750E-1,-7.701160759E-2,1.389477253E-1,1.017118692E-1
2.285788750E-1,-8.140368760E-2,1.660137028E-1,9.059583396E-2
2.385918750E-1,-7.178652287E-2,1.532804370E-1,9.304939210E-2
2.486048750E-1,-5.367249995E-2,1.145615429E-1,1.153754741E-1
2.586180833E-1,-3.636564687E-2,8.334837854E-2,1.427698135E-1
2.686320833E-1,-2.481977642E-2,5.123704672E-2,1.695889235E-1
2.786450833E-1,-1.728587039E-2,3.931029141E-2,1.859394312E-1
2.886580833E-1,-1.237979531E-2,5.435049534E-2,1.989186108E-1
2.986710833E-1,-1.504400466E-2,9.747745097E-2,2.013681680E-1
3.086850833E-1,-3.114041686E-2,1.512195021E-1,1.867788434E-1
3.186980833E-1,-2.203632891E-2,1.774783134E-1,1.944575310E-1
3.287110833E-1,-1.543834712E-2,1.875533164E-1,2.197410464E-1
3.387250833E-1,9.302198887E-4,1.803311855E-1,2.354712486E-1
3.487380833E-1,3.161675856E-2,1.552647054E-1,2.638264596E-1
3.587510833E-1,5.502500385E-2,1.318309456E-1,2.859642506E-1
3.687640833E-1,5.799469352E-2,1.144322455E-1,2.986209095E-1
3.787780833E-1,4.745236412E-2,1.113565415E-1,3.072253764E-1
3.887910833E-1,3.804741055E-2,1.179609150E-1,3.251298070E-1
3.988040833E-1,4.139453918E-2,1.452370584E-1,3.240773380E-1
4.088170833E-1,7.303102314E-2,1.976099908E-1,3.033984303E-1
4.188310833E-1,9.137532860E-2,2.270992845E-1,3.097516000E-1
4.288440833E-1,1.017467380E-1,2.295286208E-1,3.555148244E-1
4.388570833E-1,1.174165457E-1,2.179985493E-1,4.114795923E-1
4.488710833E-1,1.454873234E-1,1.915418953E-1,4.561756849E-1
4.588840833E-1,1.863090545E-1,1.679279208E-1,4.820110202E-1
4.688970833E-1,2.148837149E-1,1.302934587E-1,5.095568895E-1
4.789100833E-1,2.231370062E-1,8.073159307E-2,5.280549526E-1
4.889240833E-1,2.026330531E-1,3.796328790E-3,5.377171636E-1
4.989370833E-1,1.932875365E-1,3.669289500E-2,5.410500765E-1
5.089500833E-1,2.051649690E-1,9.571467340E-2,5.440621376E-1
5.189630833E-1,2.395365834E-1,1.335034668E-1,5.682044625E-1
5.289770833E-1,2.790083587E-1,1.502467543E-1,5.990433693E-1
5.389900833E-1,3.291625679E-1,1.396605670E-1,6.336452961E-1
5.490030833E-1,3.912104964E-1,9.941113740E-2,6.698197722E-1
5.590160833E-1,4.254028797E-1,2.590883151E-2,6.980080009E-1
5.690300833E-1,4.117400646E-1,-4.127952456E-2,7.074832916E-1
5.790430833E-1,3.929383159E-1,-7.643436641E-2,7.145739794E-1
5.890560833E-1,4.067526460E-1,-1.323636621E-1,7.382534742E-1
5.990700833E-1,4.351922870E-1,-2.554182112E-1,7.956677675E-1
6.090830833E-1,4.850724936E-1,-4.713004529E-1,8.834394217E-1
6.190960833E-1,5.474970341E-1,-8.974069953E-1,9.934721589E-1
6.291090833E-1,6.251103282E-1,-1.246363401E0,1.062268853E0
6.391230833E-1,8.151977658E-1,-1.435104847E0,1.071556807E0
6.491360833E-1,1.052346349E0,-1.688962936E0,1.076926589E0
6.591490833E-1,1.247173905E0,-1.942967415E0,1.153521061E0
6.691620833E-1,1.352666020E0,-2.232996702E0,1.305863261E0
6.791760833E-1,1.417404413E0,-2.610023022E0,1.497741699E0
6.891890833E-1,1.544278502E0,-2.996684313E0,1.814270139E0
6.992020833E-1,1.622239470E0,-3.377788305E0,1.983495951E0
7.092160833E-1,1.630042553E0,-3.694849491E0,1.965933442E0
7.192290833E-1,1.624297023E0,-3.749560356E0,1.920833588E0
7.292420833E-1,1.645829797E0,-3.555328608E0,1.830237150E0
7.392550833E-1,1.628714681E0,-3.271012068E0,1.682203412E0
7.492690833E-1,1.618002057E0,-2.950803280E0,1.581259727E0
7.592820833E-1,1.717927337E0,-2.743530273E0,1.588784814E0
7.692950833E-1,1.836937070E0,-2.871616840E0,1.750848532E0
7.793080833E-1,1.865197420E0,-3.208563089E0,2.015175343E0
7.893220833E-1,1.811505437E0,-3.508438110E0,2.209723711E0
7.993350833E-1,1.705238223E0,-3.580425978E0,2.355180025E0
8.093480833E-1,1.594837666E0,-3.660751581E0,2.334756613E0
8.193620833E-1,1.495036006E0,-3.760880947E0,2.158786774E0
8.293750833E-1,1.318220496E0,-3.734967470E0,2.048433065E0
8.393880833E-1,1.044432044E0,-3.537438154E0,1.972145200E0
8.494010833E-1,8.360738754E-1,-3.164726257E0,1.906679153E0
8.594150833E-1,7.358009815E-1,-2.731395245E0,1.918826580E0
8.694280833E-1,6.625981927E-1,-2.331019163E0,1.985811234E0
8.794410833E-1,5.035833120E-1,-1.974431992E0,2.015416384E0
8.894540833E-1,3.408628404E-1,-1.693095565E0,2.087967634E0
8.994680833E-1,2.636847794E-1,-1.553746581E0,2.218614340E0
9.094810833E-1,2.803052962E-1,-1.507272243E0,2.345659018E0
9.194940833E-1,3.778418005E-1,-1.640302658E0,2.452945232E0
