"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.437458333E-3,9.183704108E-2,5.821030736E-1,4.783275127E-1
1.345045833E-2,1.653535850E-2,6.300133467E-1,4.997888505E-1
2.346445833E-2,-3.538807109E-2,6.788284779E-1,4.939793646E-1
3.347745833E-2,-7.520153373E-2,6.983702183E-1,4.636363685E-1
4.349145833E-2,-1.054523811E-1,6.854643226E-1,4.330465198E-1
5.350445833E-2,-1.150320396E-1,6.771174073E-1,4.232713878E-1
6.351845833E-2,-1.087018698E-1,6.682670116E-1,4.280675650E-1
7.353145833E-2,-8.474567533E-2,6.287443638E-1,4.265847206E-1
8.354545833E-2,-3.814683482E-2,5.708263516E-1,4.252267480E-1
9.355845833E-2,3.738831729E-3,5.010033250E-1,4.153493345E-1
1.035724583E-1,2.927430905E-2,4.316469729E-1,4.056328237E-1
1.135864583E-1,4.008780420E-2,3.640157282E-1,3.982313573E-1
1.235994583E-1,2.773309313E-2,3.289510906E-1,3.992513716E-1
1.336134583E-1,-3.640808398E-3,3.384857476E-1,4.059289694E-1
1.436264583E-1,-3.857174143E-2,4.273409843E-1,3.978476524E-1
1.536404583E-1,-1.205499694E-1,5.031902194E-1,3.842104077E-1
1.636534583E-1,-2.181216031E-1,5.122282505E-1,3.821467757E-1
1.736674583E-1,-2.343951166E-1,4.981734455E-1,3.954742849E-1
1.836804583E-1,-1.913200766E-1,4.518991709E-1,4.166003466E-1
1.936944583E-1,-1.420904845E-1,4.019747674E-1,4.389320314E-1
2.037074583E-1,-1.008311436E-1,3.543386757E-1,4.462855458E-1
2.137214583E-1,-9.504462779E-2,2.988671660E-1,4.492336512E-1
2.237344583E-1,-9.363115579E-2,2.367160916E-1,4.775788486E-1
2.337484583E-1,-1.289659739E-1,1.642797142E-1,5.131416321E-1
2.437624583E-1,-1.750943363E-1,1.085915789E-1,5.472208261E-1
2.537754583E-1,-2.360905856E-1,3.724256158E-2,6.022510529E-1
2.637894583E-1,-2.958679497E-1,9.984244592E-3,7.251555920E-1
2.738024583E-1,-4.224804938E-1,-7.197586447E-2,8.942684531E-1
2.838164583E-1,-5.726908445E-1,-1.056824550E-1,1.077889919E0
2.938294583E-1,-6.846014261E-1,-2.131483890E-2,1.197893262E0
3.038434583E-1,-7.328815460E-1,9.490725398E-2,1.238270283E0
3.138564583E-1,-7.448161840E-1,1.167105585E-1,1.280263186E0
3.238704583E-1,-7.921370864E-1,5.903358012E-2,1.377549648E0
3.338844583E-1,-8.985745311E-1,5.155462399E-2,1.486257553E0
3.438974583E-1,-1.019740343E0,-4.878204316E-2,1.625168681E0
3.539114583E-1,-1.175873399E0,-3.192364275E-1,1.826380610E0
3.639244583E-1,-1.323219776E0,-5.636199117E-1,2.040460587E0
3.739384583E-1,-1.432900190E0,-7.220976949E-1,2.308290958E0
3.839514583E-1,-1.539872289E0,-8.163774610E-1,2.632582903E0
3.939654583E-1,-1.812825441E0,-9.038724303E-1,2.910887718E0
4.039784583E-1,-2.089823961E0,-8.114913702E-1,3.309057713E0
4.139924583E-1,-2.303266048E0,-7.135810852E-1,3.637019157E0
4.240054583E-1,-2.406973600E0,-7.099367380E-1,3.826116562E0
4.340194583E-1,-2.339139700E0,-6.688386202E-1,3.910022497E0
4.440334583E-1,-2.114467859E0,-5.923989415E-1,3.775938034E0
4.540464583E-1,-1.825662613E0,-4.932529628E-1,3.511019945E0
4.640604583E-1,-1.659501314E0,-4.428280890E-1,3.328002453E0
4.740734583E-1,-1.694849730E0,-6.172348261E-1,3.303932905E0
4.840874583E-1,-1.764478922E0,-9.788482785E-1,3.423388243E0
4.941004583E-1,-1.774960637E0,-1.526235580E0,3.705821991E0
5.041144583E-1,-1.752310514E0,-2.224884748E0,4.083876133E0
5.141274583E-1,-1.739972591E0,-2.535441160E0,4.380773067E0
5.241414583E-1,-1.655564547E0,-2.081453800E0,4.243312836E0
5.341544583E-1,-1.590409040E0,-1.629746199E0,3.737946510E0
5.441684583E-1,-1.481657147E0,-1.468261480E0,3.236573458E0
5.541824583E-1,-1.358985066E0,-1.904140949E0,2.899307728E0
5.641954583E-1,-1.245408416E0,-2.896707773E0,2.726017714E0
5.742094583E-1,-1.157757163E0,-3.985669851E0,2.699467421E0
5.842224583E-1,-1.045149088E0,-4.742029190E0,2.671567440E0
5.942364583E-1,-8.608772159E-1,-5.001350403E0,2.590368032E0
6.042506250E-1,-6.679260731E-1,-5.028675079E0,2.423606396E0
6.142646250E-1,-4.414048493E-1,-5.117790699E0,2.067135572E0
6.242786250E-1,-1.492584795E-1,-5.128734112E0,1.388530493E0
6.342916250E-1,1.145611778E-1,-5.203830242E0,4.543900788E-1
6.443056250E-1,2.854943275E-1,-5.632766247E0,-3.377594352E-1
