"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
2.252708333E-3,-7.263454050E-2,-3.020448424E-2,3.562370688E-2
1.226670833E-2,-9.609885514E-2,-1.591481268E-3,2.300778218E-2
2.228070833E-2,-9.812220931E-2,-2.070867829E-2,6.136632524E-3
3.229470833E-2,-9.721273929E-2,-3.335546004E-3,1.938957721E-3
4.230870833E-2,-1.031803340E-1,3.669597954E-2,-3.612190951E-3
5.232370833E-2,-9.902366996E-2,6.963849068E-2,-5.221805535E-3
6.233770833E-2,-8.653853089E-2,3.520850092E-2,-1.142207067E-3
7.235170833E-2,-6.968791038E-2,-4.272358119E-2,-6.979918107E-4
8.236570833E-2,-4.948984087E-2,-1.175371408E-1,-3.212896641E-3
9.237970833E-2,-3.857301176E-2,-1.541614681E-1,-5.305609666E-4
1.023937083E-1,-4.221054539E-2,-1.578832865E-1,8.370026946E-3
1.124087083E-1,-5.726486072E-2,-1.404800564E-1,1.893425360E-2
1.224227083E-1,-9.338466823E-2,-8.733816445E-2,3.061773442E-2
1.324367083E-1,-1.462777257E-1,-5.310109630E-2,3.878245130E-2
1.424507083E-1,-1.733135432E-1,-3.504985943E-2,4.851821437E-2
1.524647083E-1,-1.931423694E-1,-2.078570053E-2,4.662630707E-2
1.624787083E-1,-2.121081352E-1,-1.869039051E-2,2.814365737E-2
1.724927083E-1,-2.180461884E-1,-3.914959356E-2,9.446402080E-3
1.825077083E-1,-2.132834196E-1,-8.227562904E-2,1.603773236E-2
1.925217083E-1,-2.043418586E-1,-1.109586731E-1,3.327264637E-2
2.025357083E-1,-2.073583156E-1,-1.031336486E-1,4.818004370E-2
2.125497083E-1,-2.323496789E-1,-9.997621179E-2,7.079400867E-2
2.225637083E-1,-2.718945742E-1,-1.217823997E-1,9.186144918E-2
2.325777083E-1,-2.881718278E-1,-1.582091004E-1,9.961550683E-2
2.425927083E-1,-3.048419654E-1,-1.834034473E-1,9.830729663E-2
2.526067083E-1,-3.153976798E-1,-1.827315241E-1,1.018791273E-1
2.626207083E-1,-3.183234036E-1,-1.751590073E-1,1.133083850E-1
2.726347083E-1,-3.323777020E-1,-1.821687073E-1,1.364129037E-1
2.826487083E-1,-3.416711390E-1,-1.909922361E-1,1.528673768E-1
2.926627083E-1,-3.355368078E-1,-1.884028316E-1,1.357291341E-1
3.026767083E-1,-3.095357418E-1,-1.996766776E-1,1.157782525E-1
3.126917083E-1,-2.899873555E-1,-2.590779662E-1,1.240851805E-1
3.227057083E-1,-2.933280468E-1,-3.273225427E-1,1.595306993E-1
3.327197083E-1,-3.428426087E-1,-4.052929580E-1,2.033756524E-1
3.427337083E-1,-4.038998187E-1,-4.543012083E-1,2.591037750E-1
3.527477083E-1,-4.813959301E-1,-4.823112786E-1,3.249608278E-1
3.627617083E-1,-5.536776781E-1,-4.540408254E-1,3.561195135E-1
3.727767083E-1,-5.908937454E-1,-3.730764687E-1,3.608080149E-1
3.827907083E-1,-6.066660881E-1,-3.235064149E-1,3.413880765E-1
3.928047083E-1,-5.922538042E-1,-3.290444613E-1,3.141431212E-1
4.028187083E-1,-5.457947254E-1,-4.478752911E-1,3.083491027E-1
4.128327083E-1,-4.824181795E-1,-6.322693825E-1,3.296879530E-1
4.228467083E-1,-4.226831496E-1,-7.999036312E-1,3.621255159E-1
4.328617083E-1,-3.726170361E-1,-9.290816188E-1,4.122198224E-1
4.428757083E-1,-3.631222546E-1,-1.019836783E0,4.988761842E-1
4.528897083E-1,-4.367101789E-1,-1.165978551E0,6.290877461E-1
4.629037083E-1,-5.357715487E-1,-1.292589784E0,6.908293962E-1
4.729177083E-1,-5.282736421E-1,-1.036940455E0,6.317261457E-1
4.829317083E-1,-4.878878891E-1,-7.284917831E-1,5.622296333E-1
4.929467083E-1,-4.820963144E-1,-5.841774940E-1,5.377501249E-1
5.029607083E-1,-4.564811885E-1,-6.442908645E-1,5.409413576E-1
5.129747083E-1,-3.702653348E-1,-8.327286839E-1,5.776039958E-1
5.229887083E-1,-2.430848032E-1,-1.074014306E0,6.087723970E-1
5.330027083E-1,-1.255238205E-1,-1.387621760E0,6.162398458E-1
5.430167083E-1,-6.640883535E-2,-1.775645494E0,6.561214328E-1
5.530317083E-1,-6.433051080E-2,-2.162042141E0,7.393614650E-1
5.630457083E-1,-3.991713747E-2,-2.215425730E0,7.443156242E-1
5.730597083E-1,2.377422526E-2,-1.824889779E0,5.996625423E-1
5.830737083E-1,3.610318154E-2,-1.374893546E0,3.845377564E-1
5.930877083E-1,-3.216527868E-3,-1.109067202E0,2.466059923E-1
6.031017083E-1,-2.871706523E-2,-1.094240189E0,2.079960108E-1
6.131167083E-1,-1.907375827E-2,-1.327341914E0,1.948088408E-1
6.231307083E-1,3.094550967E-2,-1.700138927E0,2.120850980E-1
6.331447083E-1,1.396155357E-1,-2.093150139E0,2.786138058E-1
6.431587083E-1,2.404109240E-1,-2.374024153E0,3.593330383E-1
6.531727083E-1,2.558178604E-1,-2.591435909E0,4.436069131E-1
6.631867083E-1,2.485273778E-1,-2.664795160E0,4.818781316E-1
6.732017083E-1,2.639593482E-1,-2.439341545E0,3.853835464E-1
6.832157083E-1,3.586543500E-1,-1.913330317E0,9.221833944E-2
6.932297083E-1,4.070719481E-1,-1.494777799E0,-2.370596826E-1
7.032437083E-1,5.129961967E-1,-1.243625760E0,-4.349186420E-1
7.132577083E-1,5.964133143E-1,-1.355357528E0,-5.766648054E-1
7.232717083E-1,5.508378744E-1,-1.672214746E0,-6.087449193E-1
7.332867083E-1,5.161656141E-1,-1.993902683E0,-6.434661746E-1
7.433007083E-1,5.437048078E-1,-2.277429581E0,-7.269124389E-1
7.533147083E-1,5.859513283E-1,-2.496417046E0,-8.078640103E-1
7.633287083E-1,6.335888505E-1,-2.685761213E0,-8.265541196E-1
7.733427083E-1,6.071044803E-1,-2.811338902E0,-7.727033496E-1
7.833577083E-1,4.915653169E-1,-2.741990805E0,-6.978797317E-1
7.933717083E-1,3.743153811E-1,-2.436479568E0,-6.498288512E-1
8.033857083E-1,2.808981836E-1,-2.047464609E0,-6.739134192E-1
8.133997083E-1,2.730053663E-1,-1.812149882E0,-7.577510476E-1
8.234137083E-1,3.965314329E-1,-1.653295040E0,-8.807044029E-1
8.334277083E-1,5.551317334E-1,-1.533143401E0,-9.927166700E-1
8.434427083E-1,6.101653576E-1,-1.506056428E0,-1.033968449E0
8.534567083E-1,6.124188900E-1,-1.574022651E0,-1.002262712E0
8.634707083E-1,6.360827088E-1,-1.726921082E0,-9.443621635E-1
8.734847083E-1,6.788839698E-1,-1.937147021E0,-8.812944889E-1
8.834987083E-1,6.615157723E-1,-2.047837973E0,-8.492187858E-1
8.935127083E-1,5.429936647E-1,-2.033818960E0,-8.470155597E-1
9.035277083E-1,3.522437513E-1,-1.877817988E0,-8.582203388E-1
9.135417083E-1,2.747239172E-1,-1.684428334E0,-7.496004105E-1
9.235566667E-1,2.757453322E-1,-1.552175522E0,-6.957793236E-1
9.335706667E-1,3.125981688E-1,-1.437930703E0,-6.190333962E-1
9.435846667E-1,3.796695173E-1,-1.358867288E0,-5.687767267E-1
9.535996667E-1,4.411920011E-1,-1.303954244E0,-5.670352578E-1
9.636136667E-1,4.397621751E-1,-1.346412182E0,-5.602114797E-1
9.736276667E-1,4.257398248E-1,-1.486618280E0,-5.381557345E-1
9.836416667E-1,4.161925316E-1,-1.647348881E0,-5.216426253E-1
9.936556667E-1,3.964880705E-1,-1.757599711E0,-5.119721889E-1
1.003670667E0,3.856146932E-1,-1.718136430E0,-4.682779014E-1
1.013684667E0,3.091361523E-1,-1.491633058E0,-3.985867202E-1
1.023698667E0,1.437064558E-1,-1.192228198E0,-3.440094888E-1
1.033712667E0,9.666906670E-3,-9.191590548E-1,-3.126856387E-1
1.043726667E0,-2.466835268E-2,-7.931706905E-1,-2.971593142E-1
1.053740667E0,7.557760458E-3,-7.650378346E-1,-2.524528205E-1
1.063755667E0,6.423401833E-2,-7.748429179E-1,-1.870808005E-1
1.073769667E0,1.194336265E-1,-7.877083421E-1,-1.225052625E-1
1.083783667E0,1.650274843E-1,-8.681988120E-1,-6.832572073E-2
1.093797667E0,2.014313042E-1,-9.757830501E-1,-5.273397267E-2
1.103811667E0,2.296065986E-1,-1.004738331E0,-3.980502486E-2
1.113826667E0,2.442617118E-1,-9.075534344E-1,-2.375788242E-2
1.123840667E0,2.388314754E-1,-7.486302853E-1,-2.703841589E-2
1.133854667E0,1.971913576E-1,-5.733026862E-1,-4.105569795E-2
1.143868667E0,7.797145844E-2,-3.768533766E-1,-7.336276770E-2
1.153882667E0,-1.022220105E-1,-2.878726423E-1,-1.122960523E-1
1.163897667E0,-2.511854768E-1,-3.148784339E-1,-1.601356566E-1
1.173911667E0,-3.026593328E-1,-3.883443773E-1,-1.578735709E-1
1.183925667E0,-2.744286358E-1,-4.371528327E-1,-7.764540613E-2
1.193939667E0,-2.191528678E-1,-3.437310159E-1,9.442362934E-3
1.203953667E0,-2.148437202E-1,-1.635890007E-1,1.011181101E-1
1.213967667E0,-2.703000307E-1,-2.025073953E-2,2.122829705E-1
1.223982667E0,-3.471147418E-1,1.069531590E-1,3.022550941E-1
1.233996667E0,-4.290618002E-1,1.301447600E-1,3.579673767E-1
1.244010667E0,-4.459957480E-1,1.071606576E-1,3.967580795E-1
1.254024667E0,-3.795290887E-1,1.029784307E-1,4.136811495E-1
1.264039667E0,-2.948974371E-1,1.177333072E-1,4.283139110E-1
1.274053667E0,-2.769903541E-1,1.905428022E-1,4.603392184E-1
1.284067667E0,-3.402459323E-1,3.593186736E-1,5.063562393E-1
1.294081667E0,-4.666967988E-1,4.750913382E-1,5.468024611E-1
1.304095667E0,-5.476607084E-1,4.244015515E-1,6.059494019E-1
1.314109667E0,-5.287288427E-1,2.279042155E-1,6.852961779E-1
1.324124667E0,-4.655230641E-1,-2.350503206E-2,7.408689857E-1
1.334138667E0,-3.760102391E-1,-1.885722876E-1,7.659043074E-1
1.344152667E0,-3.135116100E-1,-1.834937483E-1,7.876868248E-1
1.354166667E0,-3.284080029E-1,-6.643556058E-2,7.978462577E-1
1.364180667E0,-3.967658281E-1,1.579035819E-1,8.181874156E-1
1.374195667E0,-4.949395359E-1,3.480700552E-1,8.783072233E-1
1.384209667E0,-5.438959002E-1,4.220078290E-1,9.378364682E-1
1.394223667E0,-5.243211389E-1,4.484860301E-1,9.630060196E-1
1.404237667E0,-4.913128614E-1,3.822725713E-1,9.700861573E-1
1.414251667E0,-4.543047547E-1,3.063519895E-1,9.790370464E-1
1.424266667E0,-4.629079700E-1,3.021698892E-1,9.699376822E-1
1.434280667E0,-5.276739597E-1,2.863696218E-1,9.676937461E-1
1.444294667E0,-5.815323591E-1,1.986117661E-1,9.860378504E-1
1.454308667E0,-5.788846612E-1,1.315770745E-1,9.829552174E-1
1.464322667E0,-5.521543622E-1,1.572195292E-1,9.889746904E-1
1.474337667E0,-5.532582402E-1,2.503132522E-1,9.793929458E-1
1.484351667E0,-5.460020900E-1,3.850558996E-1,9.407675266E-1
1.494365667E0,-5.536912084E-1,5.138881803E-1,8.892987370E-1
1.504379667E0,-5.936631560E-1,5.334665179E-1,8.843135238E-1
1.514393667E0,-5.924905539E-1,4.249443114E-1,9.446474910E-1
1.524408667E0,-5.232792497E-1,3.138405085E-1,9.718832970E-1
1.534422667E0,-4.587529898E-1,2.940484285E-1,9.310128093E-1
1.544436667E0,-4.584930837E-1,3.773828447E-1,8.713818192E-1
1.554450667E0,-5.276963711E-1,4.747551978E-1,8.083972931E-1
1.564465667E0,-6.252669692E-1,5.363509655E-1,7.758847475E-1
1.574479667E0,-7.260500193E-1,4.573855400E-1,8.239787221E-1
1.584493667E0,-6.949796081E-1,2.835860550E-1,9.168648720E-1
1.594507667E0,-5.840757489E-1,1.851697266E-1,9.360700250E-1
1.604521667E0,-5.430028439E-1,1.321427524E-1,8.786822557E-1
1.614536667E0,-5.035036802E-1,1.203635857E-1,7.763705254E-1
1.624550667E0,-4.104370773E-1,1.342128217E-1,6.686415076E-1
1.634564667E0,-3.255507052E-1,9.131807834E-2,5.988999605E-1
1.644578667E0,-2.799619734E-1,-9.800619446E-3,5.846237540E-1
1.654592667E0,-2.674112916E-1,-1.347388327E-1,5.762981772E-1
1.664607667E0,-2.653426826E-1,-2.187610269E-1,5.346009135E-1
