"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.773478382633147E9,"2026-03-14 09:53:02.633 UTC+01:00"
"PAUSE",1.751772412500031E1,1.773478400150858E9,"2026-03-14 09:53:20.151 UTC+01:00"
