"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.773478096285140E9,"2026-03-14 09:48:16.285 UTC+01:00"
"PAUSE",2.350203329166652E1,1.773478119787160E9,"2026-03-14 09:48:39.787 UTC+01:00"
