"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.773478884424201E9,"2026-03-14 10:01:24.424 UTC+01:00"
"PAUSE",1.773071745833295E1,1.773478902154911E9,"2026-03-14 10:01:42.155 UTC+01:00"
