"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.773477165565600E9,"2026-03-14 09:32:45.566 UTC+01:00"
"PAUSE",1.824940604166659E1,1.773477183815001E9,"2026-03-14 09:33:03.815 UTC+01:00"
