"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.773477119835719E9,"2026-03-14 09:31:59.836 UTC+01:00"
"PAUSE",2.103381879166682E1,1.773477140869538E9,"2026-03-14 09:32:20.870 UTC+01:00"
